Артикул	Название	Раздел	Тип	Цена опт, Руб.	Цена РРЦ, руб.	Акция опт	Акция РРЦ	Ширина, мм.	Высота, мм.	Вес нетто, кг	Вес брутто, кг	Ширина упаковки, м	Высота упаковки, м	Глубина упаковки, м	Объём, м. куб.	Штрих код	Бренд	Нименование колекции SinteSi	Подсветка	Вид подсветки	Мощность лампы, вт/м	Цвет подсветки	Тип выключателя	Фурнитура с механизмом доводчика	Подогрев зеркала	Способ подключения	Форма	Страна-изготовитель	Материал корпуса	Цвет корпуса	Покрытие корпуса	Способ монтажа	Гарантийный срок	Характеристики	Описание	Основная схема	Доп. схема	Фото 0	Фото 1	Фото 2	Фото 3	Фото 4	Фото 5	Фото 6	Фото 7	Фото 8	Фото 9	Фото 10	Фото 11	Фото 12	Фото 13	Фото 14
SIN-SPEC-JANO-120	Зеркало SINTESI JANO 120 с LED-подсветкой  1200x800, с подогревом	Зеркала	Зеркала	11700	16300	9360	13040	1200	800	11	11,5	0,125	0,85	0,04	0,0042	4687202258420	Sintesi	JANO	Светодиодная лента	Встроенный	9,6	Холодный	сенсорный		Да	Провод питания с вилкой	Прямоугольник	Россия	ПВХ			Подвесной	2 года	LED подсветка; сенсорный выключатель, подогрев	Зеркало настенное JANO 120, 1200х800 с LED-подсветкой - это сочетание стиля и современного дизайна, оно прекрасно вписывается в любой интерьер. Сенсор нового поколения позволяет управлять включением и яркостью Led-подсветки касанием пальца. LED-подсветка рассчитана на 50 000 часов работы в непрерывном режиме. Класс защиты изделия IP 44. Продукция прошла обязательную и добровольную сертификацию. Можно использовать в любом помещение: ванная и туалет, прихожая, спальня, гостиная	https://disk.yandex.ru/i/XtEeFOMpU1JdbA	https://disk.yandex.ru/i/rNsmI8kYzbUQwg	https://cdn1.ozone.ru/s3/multimedia-o/6734961708.jpg	https://cdn1.ozone.ru/s3/multimedia-f/6391842519.jpg	https://cdn1.ozone.ru/s3/multimedia-h/6391842521.jpg	https://cdn1.ozone.ru/s3/multimedia-c/6391842516.jpg	https://cdn1.ozone.ru/s3/multimedia-d/6391842517.jpg	https://cdn1.ozone.ru/s3/multimedia-4/6369130540.jpg	https://cdn1.ozone.ru/s3/multimedia-d/6369130585.jpg	https://cdn1.ozone.ru/s3/multimedia-g/6391842520.jpg	https://cdn1.ozone.ru/s3/multimedia-l/6369130521.jpg	https://cdn1.ozone.ru/s3/multimedia-h/6466479629.jpg					
SIN-SPEC-BONO-50	Зеркало SINTESI  BONO 50 с LED-подсветкой 500x700	Зеркала	Зеркала	6400	8900	5120	7120	500	700	5,8	6,3	0,55	0,75	0,04	0,0165	4687202258437	Sintesi	BONO	Светодиодная лента	Встроенный	9,6	Холодный	сенсорный			Провод питания с вилкой	Прямоугольник	Россия	ПВХ			Подвесной	2 года	LED подсветка; сенсорный выключатель	Зеркало нестенное BONO 50, 500х700 с LED подсветкой и сенсорным выключателем. Класс защиты IP44. Стеклянное зеркальное полотно Mirox производства компании AGC Glass Russia, принадлежащей международной группе мирового лидера по производству стекла AGC Inc. Можно использовать в любом помещение: ванная и туалет, прихожая, спальня, гостиная	https://disk.yandex.ru/i/RCV4TeoMx9PVwA	https://disk.yandex.ru/i/RAYBJCte1r5MzA	https://cdn1.ozone.ru/s3/multimedia-w/6734962220.jpg	https://cdn1.ozone.ru/s3/multimedia-i/6391834962.jpg	https://cdn1.ozone.ru/s3/multimedia-n/6391834967.jpg	https://cdn1.ozone.ru/s3/multimedia-k/6391834964.jpg	https://cdn1.ozone.ru/s3/multimedia-v/6369130567.jpg	https://cdn1.ozone.ru/s3/multimedia-t/6369130817.jpg	https://cdn1.ozone.ru/s3/multimedia-m/6369130702.jpg	https://cdn1.ozone.ru/s3/multimedia-z/6369130499.jpg	https://cdn1.ozone.ru/s3/multimedia-l/6391834965.jpg	https://cdn1.ozone.ru/s3/multimedia-z/6466473671.jpg					
SIN-SPEC-BONO-60	Зеркало SINTESI  BONO 60 с LED-подсветкой 600x800	Зеркала	Зеркала	7000	9700	5600	7760	600	800	7,2	7,7	0,65	0,85	0,04	0,0221	4687202258444	Sintesi	BONO	Светодиодная лента	Встроенный	9,6	Холодный	сенсорный			Провод питания с вилкой	Прямоугольник	Россия	ПВХ			Подвесной	2 года	LED подсветка; сенсорный выключатель	Зеркало нестенное BONO 60, 600х800 с LED подсветкой и сенсорным выключателем. Класс защиты IP44. Стеклянное зеркальное полотно Mirox производства компании AGC Glass Russia, принадлежащей международной группе мирового лидера по производству стекла AGC Inc. Можно использовать в любом помещение: ванная и туалет, прихожая, спальня, гостиная	https://disk.yandex.ru/i/ldrduQ_QI0eY8Q	https://disk.yandex.ru/i/WtazYH9o9q_M0g	https://cdn1.ozone.ru/s3/multimedia-w/6734962220.jpg	https://cdn1.ozone.ru/s3/multimedia-r/6391820031.jpg	https://cdn1.ozone.ru/s3/multimedia-g/6369130624.jpg	https://cdn1.ozone.ru/s3/multimedia-t/6391820033.jpg	https://cdn1.ozone.ru/s3/multimedia-h/6391820021.jpg	https://cdn1.ozone.ru/s3/multimedia-c/6369130728.jpg	https://cdn1.ozone.ru/s3/multimedia-l/6369130737.jpg	https://cdn1.ozone.ru/s3/multimedia-j/6369130627.jpg	https://cdn1.ozone.ru/s3/multimedia-s/6391820032.jpg	https://cdn1.ozone.ru/s3/multimedia-8/6466473788.jpg					
SIN-SPEC-JORNO-40	Зеркало SINTESI  JORNO 40 с LED-подсветкой 400х700	Зеркала	Зеркала	6100	8500	4880	6800	400	700	4,6	5,1	0,45	0,75	0,04	0,3775	4687202258451	Sintesi	JORNO	Светодиодная лента	Встроенный	9,6	Холодный	сенсорный			Провод питания с вилкой	Прямоугольник	Россия	ПВХ 			Подвесной	2 года	LED подсветка; сенсорный выключатель	Зеркало нестенное JORNO 40, 400х700 с LED подсветкой и сенсорным выключателем. Класс защиты IP44. Стеклянное зеркальное полотно Mirox производства компании AGC Glass Russia, принадлежащей международной группе мирового лидера по производству стекла AGC Inc. Можно использовать в любом помещение: ванная и туалет, прихожая, спальня, гостиная	https://disk.yandex.ru/i/iI-CpbpUzLdb9A	https://disk.yandex.ru/i/eBuvcmNgTVs2Rg	https://cdn1.ozone.ru/s3/multimedia-6/6734962590.jpg	https://cdn1.ozone.ru/s3/multimedia-t/6391813625.jpg	https://cdn1.ozone.ru/s3/multimedia-s/6391813624.jpg	https://cdn1.ozone.ru/s3/multimedia-u/6391813626.jpg	https://cdn1.ozone.ru/s3/multimedia-a/6369130654.jpg	https://cdn1.ozone.ru/s3/multimedia-6/6369130758.jpg	https://cdn1.ozone.ru/s3/multimedia-r/6391813623.jpg	https://cdn1.ozone.ru/s3/multimedia-1/6466480045.jpg							
SIN-SPEC-SKY-80	Зеркало SINTESI  SKY 80 с LED-подсветкой 800x600	Зеркала	Зеркала	6800	9400	5440	7520	800	600	7,2	7,5	0,85	0,65	0,04	0,0221	4687202258468	Sintesi	SKY	Светодиодная лента	Встроенный	9,6	Холодный	сенсорный			Провод питания с вилкой	Прямоугольник	Россия	ПВХ			Подвесной	2 года	LED подсветка; сенсорный выключатель	Зеркало нестенное SKY 80, 800х600 с LED подсветкой и сенсорным выключателем. Класс защиты IP44. Стеклянное зеркальное полотно Mirox производства компании AGC Glass Russia, принадлежащей международной группе мирового лидера по производству стекла AGC Inc. Можно использовать в любом помещение: ванная и туалет, прихожая, спальня, гостиная	https://disk.yandex.ru/i/z6Wkh8TbpQAuaA	https://disk.yandex.ru/i/pDROBmkWYB86KA	https://cdn1.ozone.ru/s3/multimedia-3/6734964423.jpg	https://cdn1.ozone.ru/s3/multimedia-v/6391797895.jpg	https://cdn1.ozone.ru/s3/multimedia-4/6391797904.jpg	https://cdn1.ozone.ru/s3/multimedia-p/6369130669.jpg	https://cdn1.ozone.ru/s3/multimedia-q/6369130598.jpg	https://cdn1.ozone.ru/s3/multimedia-d/6369130729.jpg	https://cdn1.ozone.ru/s3/multimedia-5/6369130613.jpg	https://cdn1.ozone.ru/s3/multimedia-1/6391797901.jpg	https://cdn1.ozone.ru/s3/multimedia-d/6466482757.jpg						
SIN-SPEC-SHARME-55	Зеркало SINTESI SHARME 55 с LED-подсветкой 550x1000	Зеркала	Зеркала	7700	10700	6160	8560	550	1000	8	8,5	0,6	0,105	0,04	0,103	4687202258475	Sintesi	SHARME	Светодиодная лента	Встроенный	9,6	Холодный	сенсорный			Провод питания с вилкой	Овал	Россия	ПВХ			Подвесной	2 года	LED подсветка; сенсорный выключатель	Зеркало нестенное SHARME 55, 550х1000 с LED подсветкой и сенсорным выключателем. Класс защиты IP44. Стеклянное зеркальное полотно Mirox производства компании AGC Glass Russia, принадлежащей международной группе мирового лидера по производству стекла AGC Inc. Можно использовать в любом помещение: ванная и туалет, прихожая, спальня, гостиная	https://disk.yandex.ru/i/QeB4E9UK2DVmsA	https://disk.yandex.ru/i/mrScV1SG2dey2g	https://cdn1.ozone.ru/s3/multimedia-1/6734964889.jpg	https://cdn1.ozone.ru/s3/multimedia-g/6391815988.jpg	https://cdn1.ozone.ru/s3/multimedia-3/6369130611.jpg	https://cdn1.ozone.ru/s3/multimedia-d/6391815985.jpg	https://cdn1.ozone.ru/s3/multimedia-f/6391815987.jpg	https://cdn1.ozone.ru/s3/multimedia-s/6369130528.jpg	https://cdn1.ozone.ru/s3/multimedia-6/6391815978.jpg	https://cdn1.ozone.ru/s3/multimedia-p/6369130813.jpg	https://cdn1.ozone.ru/s3/multimedia-h/6369130733.jpg	https://cdn1.ozone.ru/s3/multimedia-x/6466482273.jpg					
SIN-SPEC-ARMADIO-black-80	Зеркало SINTESI ARMADIO BLACK 80 с LED-подсветкой  800x600	Зеркала	Зеркала	9800	13700	7840	10960	800	600	8,2	8,7	0,85	0,65	0,04	0,0221	4687202258482	Sintesi	ARMADIO	Светодиодная лента	Встроенный	9,6	Холодный	сенсорный			Провод питания с вилкой	Прямоугольник	Россия	Алюминий	Черный		Подвесной	2 года	LED подсветка; сенсорный выключатель; алюминиевый профиль черного цвета	Зеркало ARMADIO BLACK 80, 800х600 с подсветкой. Алюминиевым профилем и сенсорным выключателем. Потребляемая мощность 29 W. Класс защиты IP44. Стеклянное зеркальное полотно Mirox производства компании AGC Glass Russia, принадлежащей международной группе мирового лидера по производству стекла AGC Inc. LED подсветка, алюминиевый профиль, сенсорный выключатель, блок питания, крепление зеркала (кронштейн с крюком), клеммник, сетевой шнур. Материал корпуса - Анодированный алюминий (профиль), задняя стенка пластик (АБС). Можно использовать в любом помещение: ванная и туалет, прихожая, спальня, гостиная	https://disk.yandex.ru/i/Sk4NgoujeHzwVg	https://disk.yandex.ru/i/zJDQM7-RTVP18Q	https://cdn1.ozone.ru/s3/multimedia-y/6734966290.jpg	https://cdn1.ozone.ru/s3/multimedia-y/6391859386.jpg	https://cdn1.ozone.ru/s3/multimedia-z/6391859387.jpg	https://cdn1.ozone.ru/s3/multimedia-0/6391859388.jpg	https://cdn1.ozone.ru/s3/multimedia-g/6369130588.jpg	https://cdn1.ozone.ru/s3/multimedia-r/6369130491.jpg	https://cdn1.ozone.ru/s3/multimedia-i/6369130554.jpg	https://cdn1.ozone.ru/s3/multimedia-2/6466471766.jpg							
SIN-SPEC-ARMADIO-black-100	Зеркало SINTESI ARMADIO BLACK 100 с LED-подсветкой  1000x700	Зеркала	Зеркала	11400	15900	9120	12720	1000	700	10	10,5	1,05	0,75	0,04	0,0315	4687202258499	Sintesi	ARMADIO	Светодиодная лента	Встроенный	9,6	Холодный	сенсорный			Провод питания с вилкой	Прямоугольник	Россия	Алюминий	Черный		Подвесной	2 года	LED подсветка; сенсорный выключатель; алюминиевый профиль	Зеркало ARMADIO ARMADIO BLACK 100, 1000х700 с подсветкой. Алюминиевым профилем и сенсорным выключателем. Потребляемая мощность 29 W. Класс защиты IP44. Стеклянное зеркальное полотно Mirox производства компании AGC Glass Russia, принадлежащей международной группе мирового лидера по производству стекла AGC Inc. LED подсветка, алюминиевый профиль, сенсорный выключатель, блок питания, крепление зеркала (кронштейн с крюком), клеммник, сетевой шнур. Материал корпуса - Анодированный алюминий (профиль), задняя стенка пластик (АБС). Можно использовать в любом помещение: ванная и туалет, прихожая, спальня, гостиная	https://disk.yandex.ru/i/N8YdAbXyVfvlvg	https://disk.yandex.ru/i/2fd1Azr20rFDpA	https://cdn1.ozone.ru/s3/multimedia-y/6734966290.jpg	https://cdn1.ozone.ru/s3/multimedia-o/6391822044.jpg	https://cdn1.ozone.ru/s3/multimedia-5/6369130577.jpg	https://cdn1.ozone.ru/s3/multimedia-l/6391822041.jpg	https://cdn1.ozone.ru/s3/multimedia-n/6391822043.jpg	https://cdn1.ozone.ru/s3/multimedia-m/6391822042.jpg	https://cdn1.ozone.ru/s3/multimedia-q/6391822046.jpg	https://cdn1.ozone.ru/s3/multimedia-8/6369130760.jpg	https://cdn1.ozone.ru/s3/multimedia-n/6369130595.jpg	https://cdn1.ozone.ru/s3/multimedia-w/6369130676.jpg	https://cdn1.ozone.ru/s3/multimedia-p/6391822045.jpg	https://cdn1.ozone.ru/s3/multimedia-z/6466472411.jpg			
SIN-SPEC-CORSO-60	Зеркало-шкаф SINTESI CORSO 60 с LED-подсветкой 600х800	Зеркала	Зеркала	11500	16000	9200	12800	600	800	15,3	15,8	0,65	0,85	0,15	0,0828	4687202258505	Sintesi	CORSO	Светодиодная лента	Встроенный	9,6	Холодный	сенсорный	Да		Провод питания без вилки	Прямоугольник	Россия	ВЛДСП			Подвесной	2 года	LED подсветка; сенсорное включение справа по центру, реверсивные крепления, пластиковый короб, прямые углы на коробе и радиусные на зеркале, полка/2 шт, без розетки, петли Firmax	Зеркало-шкаф CORSO 60, 600х800 мм с одной дверкой является реверсивным и может устанавливаться, как в левом, так и в правом исполнении. Также шкафчик укомплектован фурнитурой со встроенным доводчиком для плавного закрывания дверцы. Фасад изготовлен из высококачественного УПС-пластика и зеркального полотна толщиной 4 мм от ведущего европейского производителя зеркал AGC, а корпус - из влагостойкого ЛДСП. Светодиодная лента с плотностью диодов 120 шт./м и мощностью 9,6Вт/м, создает мягкое и равное свечение по периметру фасада шкафа. Подсветка рассчитана на 50 000 часов работы в непрерывном режиме. Изделие прошло обязательную сертификацию и может использоваться в помещениях с повышенной влажностью воздуха.	https://disk.yandex.ru/d/IonPvR_wc82YtA	https://disk.yandex.ru/i/LLOlciQkwEswAQ	https://cdn1.ozone.ru/s3/multimedia-z/6734967551.jpg	https://cdn1.ozone.ru/s3/multimedia-y/6391858558.jpg	https://cdn1.ozone.ru/s3/multimedia-2/6391858562.jpg	https://cdn1.ozone.ru/s3/multimedia-w/6391858556.jpg	https://cdn1.ozone.ru/s3/multimedia-1/6391858561.jpg	https://cdn1.ozone.ru/s3/multimedia-t/6391858553.jpg	https://cdn1.ozone.ru/s3/multimedia-v/6391858555.jpg	https://cdn1.ozone.ru/s3/multimedia-5/6391858565.jpg	https://cdn1.ozone.ru/s3/multimedia-y/6369130498.jpg	https://cdn1.ozone.ru/s3/multimedia-x/6391858557.jpg	https://cdn1.ozone.ru/s3/multimedia-u/6391858554.jpg	https://cdn1.ozone.ru/s3/multimedia-2/6466475258.jpg	https://cdn1.ozone.ru/s3/multimedia-1/6466475257.jpg		
SIN-SPEC-WALLY-VERTIC-70	Зеркало SINTESI WALLY 70 с LED-подсветкой 700х1000	Зеркала	Зеркала	7200	10000	5760	8000	700	1000	8,8	9,3	0,75	1,05	0,04	0,0315	4687202296101	Sintesi	Wally	Светодиодная лента	за полотном	9,6	Холодный	сенсорный			Провод питания с вилкой	Нестандартное	Россия	ПВХ			Подвесной	2 года	LED подсветка; сенсорный выключатель	Зеркало Wally, 700x1000 изготовлено из зеркального полотна толщиной 4 мм производства ведущего европейского производителя зеркал AGC. Модель отличается стильным минималистическим дизайном. В качестве элемента LED-подсветки используется светодиодная лента с плотностью диодов 120 шт./м мощностью 9,6Вт/м. Это создает мягкое и равномерное свечение по периметру всего зеркала. Электрические компоненты размещены внутри корпуса, край полотна обработан еврокромкой, что обеспечивает надежную защиту от случайных порезов при контакте с изделием. Управление подсветкой осуществляется при помощи сенсорной кнопки, вынесенной на лицевую панель для удобства настройки необходимой яркости. Зеркало поставляется в комплекте с настенным крепежом. Изделие прошло обязательную сертификацию и может использоваться в помещениях с повышенной влажностью воздуха.	https://disk.yandex.ru/i/RzjUfZkabPt8Pg		https://cdn1.ozone.ru/s3/multimedia-8/6734967920.jpg	https://cdn1.ozone.ru/s3/multimedia-n/6391829567.jpg	https://cdn1.ozone.ru/s3/multimedia-i/6391829562.jpg	https://cdn1.ozone.ru/s3/multimedia-m/6391829566.jpg	https://cdn1.ozone.ru/s3/multimedia-k/6391829564.jpg	https://cdn1.ozone.ru/s3/multimedia-s/6369130708.jpg	https://cdn1.ozone.ru/s3/multimedia-r/6369130635.jpg	https://cdn1.ozone.ru/s3/multimedia-h/6369130625.jpg	https://cdn1.ozone.ru/s3/multimedia-r/6369130527.jpg	https://cdn1.ozone.ru/s3/multimedia-d/6369130549.jpg	https://cdn1.ozone.ru/s3/multimedia-h/6369130589.jpg	https://cdn1.ozone.ru/s3/multimedia-d/6369130657.jpg	https://cdn1.ozone.ru/s3/multimedia-2/6369130718.jpg	https://cdn1.ozone.ru/s3/multimedia-l/6391829565.jpg	https://cdn1.ozone.ru/s3/multimedia-h/6466484561.jpg
SIN-SPEC-ESTRO-VERTIC-70	Зеркало SINTESI ESTRO 70 с LED-подсветкой 700х1000	Зеркала	Зеркала	7200	10000	5760	8000	700	1000	9,2	9,7	0,75	1,05	0,04	0,0315	4687202296118	Sintesi	Estro	Светодиодная лента	за полотном	9,6	Холодный	сенсорный			Провод питания с вилкой	Нестандартное	Россия	ПВХ			Подвесной	2 года	LED подсветка; сенсорный выключатель	Зеркало Estro 700x1000 изготовлено из зеркального полотна толщиной 4 мм производства ведущего европейского производителя зеркал AGC. Модель отличается стильным минималистическим дизайном. В качестве элемента LED-подсветки используется светодиодная лента с плотностью диодов 120 шт./м мощностью 9,6Вт/м. Это создает мягкое и равномерное свечение по периметру всего зеркала. Электрические компоненты размещены внутри корпуса, край полотна обработан еврокромкой, что обеспечивает надежную защиту от случайных порезов при контакте с изделием. Управление подсветкой осуществляется при помощи сенсорной кнопки, вынесенной на лицевую панель для удобства настройки необходимой яркости. Зеркало поставляется в комплекте с настенным крепежом. Изделие прошло обязательную сертификацию и может использоваться в помещениях с повышенной влажностью воздуха	https://disk.yandex.ru/i/Q07cjoOQlAZdbA		https://cdn1.ozone.ru/s3/multimedia-q/6734969126.jpg	https://cdn1.ozone.ru/s3/multimedia-q/6391846382.jpg	https://cdn1.ozone.ru/s3/multimedia-t/6391846385.jpg	https://cdn1.ozone.ru/s3/multimedia-u/6369130674.jpg	https://cdn1.ozone.ru/s3/multimedia-f/6369130623.jpg	https://cdn1.ozone.ru/s3/multimedia-r/6369130563.jpg	https://cdn1.ozone.ru/s3/multimedia-e/6369130550.jpg	https://cdn1.ozone.ru/s3/multimedia-k/6369130628.jpg	https://cdn1.ozone.ru/s3/multimedia-j/6369130663.jpg	https://cdn1.ozone.ru/s3/multimedia-9/6369130509.jpg	https://cdn1.ozone.ru/s3/multimedia-1/6369130537.jpg	https://cdn1.ozone.ru/s3/multimedia-u/6391846386.jpg	https://cdn1.ozone.ru/s3/multimedia-8/6466476056.jpg		
SIN-SPEC-KANTO-CROMO-60	Зеркало SINTESI KANTO CROMO 60 с LED-подсветкой  600x800	Зеркала	Зеркала	8800	12200	7040	9760	600	800	8,2	8,7	0,65	0,85	0,04	0,0221	4687202296125	Sintesi	KANTO	Светодиодная лента	Встроенный	9,6	Холодный	сенсорный			Провод питания с вилкой	Прямоугольник	Россия	Алюминий	Хром	матовое	Подвесной	2 года	LED подсветка; сенсорный выключатель; алюминиевый матовый профиль цвета хром	Зеркало нестенное KANTO CROMO 60, 600х800 с LED подсветкой и сенсорным выключателем. Алюминиевый матовый профиль цвета хром. Потребляемая мощность 26 W. Класс защиты IP44. Стеклянное зеркальное полотно Mirox производства компании AGC Glass Russia, принадлежащей международной группе мирового лидера по производству стекла AGC Inc. LED подсветка, сенсорный выключатель, блок питания, крепление зеркала (кронштейн с крюком), клеммник, сетевой шнур. Материал корпуса - Анодированный алюминий (профиль) черного цвета, задняя стенка пластик (АБС). Можно использовать в любом помещение: ванная и туалет, прихожая, спальня, гостиная	https://disk.yandex.ru/i/TT_Wyi8pHI9prg		https://cdn1.ozone.ru/s3/multimedia-0/6734970684.jpg	https://cdn1.ozone.ru/s3/multimedia-p/6391828309.jpg	https://cdn1.ozone.ru/s3/multimedia-9/6369130545.jpg	https://cdn1.ozone.ru/s3/multimedia-r/6391828311.jpg	https://cdn1.ozone.ru/s3/multimedia-s/6391828312.jpg	https://cdn1.ozone.ru/s3/multimedia-q/6391828310.jpg	https://cdn1.ozone.ru/s3/multimedia-t/6391828313.jpg	https://cdn1.ozone.ru/s3/multimedia-c/6369130692.jpg	https://cdn1.ozone.ru/s3/multimedia-e/6369130658.jpg	https://cdn1.ozone.ru/s3/multimedia-u/6391828314.jpg	https://cdn1.ozone.ru/s3/multimedia-f/6369130587.jpg	https://cdn1.ozone.ru/s3/multimedia-6/6369130506.jpg	https://cdn1.ozone.ru/s3/multimedia-u/6466481298.jpg		
SIN-SPEC-KANTO-CROMO-70	Зеркало SINTESI KANTO CROMO 70 с LED-подсветкой  700х1000	Зеркала	Зеркала	10300	14400	8240	11520	700	1000	9	9,5	0,75	1,05	0,04	0,0315	4687202296132	Sintesi	KANTO	Светодиодная лента	Встроенный	9,6	Холодный	сенсорный			Провод питания с вилкой	Прямоугольник	Россия	Алюминий	Хром	матовое	Подвесной	2 года	LED подсветка; сенсорный выключатель; алюминиевый матовый профиль цвета хром	Зеркало нестенное KANTO CROMO 70, 700х1000 с LED подсветкой и сенсорным выключателем. Алюминиевый матовый профиль цвета хром. Потребляемая мощность 26 W. Класс защиты IP44. Стеклянное зеркальное полотно Mirox производства компании AGC Glass Russia, принадлежащей международной группе мирового лидера по производству стекла AGC Inc. LED подсветка, сенсорный выключатель, блок питания, крепление зеркала (кронштейн с крюком), клеммник, сетевой шнур. Материал корпуса - Анодированный алюминий (профиль) черного цвета, задняя стенка пластик (АБС). Можно использовать в любом помещение: ванная и туалет, прихожая, спальня, гостиная	https://disk.yandex.ru/i/py1Ola84fl3lbg		https://cdn1.ozone.ru/s3/multimedia-0/6734970684.jpg	https://cdn1.ozone.ru/s3/multimedia-r/6391805775.jpg	https://cdn1.ozone.ru/s3/multimedia-2/6369130502.jpg	https://cdn1.ozone.ru/s3/multimedia-v/6391805779.jpg	https://cdn1.ozone.ru/s3/multimedia-4/6369130900.jpg	https://cdn1.ozone.ru/s3/multimedia-3/6369130863.jpg	https://cdn1.ozone.ru/s3/multimedia-6/6369130974.jpg	https://cdn1.ozone.ru/s3/multimedia-c/6391805796.jpg	https://cdn1.ozone.ru/s3/multimedia-8/6466481456.jpg						
SIN-SPEC-ARMADIO-CROMO-80	Зеркало SINTESI ARMADIO CROMO 80 с LED-подсветкой  800x600	Зеркала	Зеркала	9800	13700	7840	10960	800	600	8,2	8,7	0,85	0,65	0,04	0,0221	4687202296156	Sintesi	ARMADIO	Светодиодная лента	Встроенный	9,6	Холодный	сенсорный			Провод питания с вилкой	Прямоугольник	Россия	Алюминий	Хром	матовое	Подвесной	2 года	LED подсветка; сенсорный выключатель; алюминиевый профиль цвета хром	Зеркало ARMADIO CROMO 80, 800х600 с подсветкой. Алюминиевым профилем и сенсорным выключателем. Потребляемая мощность 29 W. Класс защиты IP44. Стеклянное зеркальное полотно Mirox производства компании AGC Glass Russia, принадлежащей международной группе мирового лидера по производству стекла AGC Inc. LED подсветка, алюминиевый профиль, сенсорный выключатель, блок питания, крепление зеркала (кронштейн с крюком), клеммник, сетевой шнур. Материал корпуса - Анодированный алюминий (профиль), задняя стенка пластик (АБС). Можно использовать в любом помещение: ванная и туалет, прихожая, спальня, гостиная	https://disk.yandex.ru/i/B2D9H-8_LbNXEw		https://cdn1.ozone.ru/s3/multimedia-g/6734972572.jpg	https://cdn1.ozone.ru/s3/multimedia-k/6391844288.jpg	https://cdn1.ozone.ru/s3/multimedia-l/6391844289.jpg	https://cdn1.ozone.ru/s3/multimedia-i/6391844286.jpg	https://cdn1.ozone.ru/s3/multimedia-j/6391844287.jpg	https://cdn1.ozone.ru/s3/multimedia-f/6369130551.jpg	https://cdn1.ozone.ru/s3/multimedia-u/6369130710.jpg	https://cdn1.ozone.ru/s3/multimedia-x/6369130713.jpg	https://cdn1.ozone.ru/s3/multimedia-v/6369130675.jpg	https://cdn1.ozone.ru/s3/multimedia-d/6369130621.jpg	https://cdn1.ozone.ru/s3/multimedia-m/6391844290.jpg	https://cdn1.ozone.ru/s3/multimedia-p/6466472905.jpg			
SIN-SPEC-ARMADIO-CROMO-100	Зеркало SINTESI ARMADIO CROMO 100 с LED-подсветкой  1000x700	Зеркала	Зеркала	11400	15900	9120	12720	1000	700	9	9,5	1,05	0,75	0,04	0,0315	4687202296163	Sintesi	ARMADIO	Светодиодная лента	Встроенный	9,6	Холодный	сенсорный			Провод питания с вилкой	Прямоугольник	Россия	Алюминий	Хром	матовое	Подвесной	2 года	LED подсветка; сенсорный выключатель; алюминиевый профиль цвета хром	Зеркало ARMADIO CROMO 100, 800х600 с подсветкой. Алюминиевым профилем и сенсорным выключателем. Потребляемая мощность 29 W. Класс защиты IP44. Стеклянное зеркальное полотно Mirox производства компании AGC Glass Russia, принадлежащей международной группе мирового лидера по производству стекла AGC Inc. LED подсветка, алюминиевый профиль, сенсорный выключатель, блок питания, крепление зеркала (кронштейн с крюком), клеммник, сетевой шнур. Материал корпуса - Анодированный алюминий (профиль), задняя стенка пластик (АБС). Можно использовать в любом помещение: ванная и туалет, прихожая, спальня, гостиная	https://disk.yandex.ru/i/Yc0IItOkAGLosA		https://cdn1.ozone.ru/s3/multimedia-g/6734972572.jpg	https://cdn1.ozone.ru/s3/multimedia-z/6391836527.jpg	https://cdn1.ozone.ru/s3/multimedia-1/6391836529.jpg	https://cdn1.ozone.ru/s3/multimedia-2/6391836530.jpg	https://cdn1.ozone.ru/s3/multimedia-7/6391836535.jpg	https://cdn1.ozone.ru/s3/multimedia-3/6391836531.jpg	https://cdn1.ozone.ru/s3/multimedia-6/6369130614.jpg	https://cdn1.ozone.ru/s3/multimedia-k/6369130592.jpg	https://cdn1.ozone.ru/s3/multimedia-u/6369130530.jpg	https://cdn1.ozone.ru/s3/multimedia-0/6391836528.jpg	https://cdn1.ozone.ru/s3/multimedia-a/6466473106.jpg				
