Артикул	Наименование как в прайсе	Артикул раковины	Раковина	Компания	Бренд	Серия	Модель	Цена закупочная (без единиц измерения)	Единицы закупочной цены	Рекомендованная розничная цена (без единиц измерения)	Единицы рекомендованной розничной цены	Ширина, см	Глубина, см	Высота, см	Размер (ширина), см	Вес, кг	Ширина упаковки, м	Глубина упаковки, м	Высота упаковки, м	Материал упаковки	Количество коробок, шт	Масса, кг	Объем, м3	Материал корпуса*	Покрытие корпуса*	Материал фасада*	Покрытие фасада*	Монтаж	Система хранения*	Гарантия	Страна	Описание	Фото 1	Фото 2	Фото 3	Фото 4	Фото 5	Фото 6	Фото 7	Фото 8	Фото 9	Фото 10	Фото 11	Фото 12	Фото 13	Фото 14	Фото 15	Фото 16	Цвет			ЛС-000010051	ПШ "Альба 600*1000*600*240" Люкс Белый			ООО СантехСлон	Style Line	Альба	Альба	9841	руб	15254	руб	60,0	24,0	100,0	60,0	14,0	  0,61   	  0,26   	  1,01   	картон	1	  14,6   	  0,160   	МДФ	Пленка ПВХ	МДФ	Пленка ПВХ	подвесной	полочки	1 год	Россия		http://foto.santehslon.msk.ru/foto800/alba/alba_psh600.jpg	http://foto.santehslon.msk.ru/foto800/alba/alba_psh600_1.jpg	http://foto.santehslon.msk.ru/foto800/alba/alba_psh600.pdf	http://foto.santehslon.msk.ru/foto800/alba/alba_psh600_2.jpg													Белый
ЛС-00000252	Тумба с раковиной Style Line подвесная Вероника 80, Комо 80, Люкс белая, PLUS	ЛС-00000156	Умывальник СОМО 80	ООО СантехСлон	Style Line	Вероника	Вероника 80	12947	руб	19833	руб	76,5	43,5	55,0	80,0	28,0	  0,79   	  0,46   	  0,57   	картон	2	  28,0   	  0,204   	МДФ	пленка	МДФ	пленка	подвесной	с ящиками	1 год	Россия		http://foto.santehslon.msk.ru/foto800/veronika/tumba-veronika-80-pod-umyvalnik-somo-80.jpg	http://foto.santehslon.msk.ru/foto800/veronika/tumba-veronika-80-pod-umyvalnik-somo-80-vid-sverhu.jpg	http://foto.santehslon.msk.ru/foto800/veronika/tumba-veronika-80-pod-umyvalnik-somo-80-shema.jpg	http://foto.santehslon.msk.ru/foto800/veronika/tumba-veronika-80-pod-umyvalnik-somo-80-otkrytyĭ-nizhniĭ-jaschik.jpg													Белый			
ЛС-00000055	Зеркальный шкаф Style Line Вероника 60, Люкс белый			ООО СантехСлон	Style Line	Вероника	Вероника 60	4914	руб	7618	руб	60,0	14,5	70,0	60,0	20,1	  0,62   	  0,17   	  0,72   	картон	1	  20,1   	  0,074   	МДФ	пленка	МДФ	пленка	подвесной	с дверками	1 год	Россия		zerkalnyĭ-shkaf-veronika-600.jpg	zerkalnyĭ-shkaf-veronika-600-otkrytyĭ.jpg	zerkalnyĭ-shkaf-veronika-600-shema.jpg														Белый			
ЛС-00000057	Зеркальный шкаф Style Line Вероника 80, Люкс белый			ООО СантехСлон	Style Line	Вероника	Вероника 80	5887	руб	9124	руб	80,0	14,5	70,0	80,0	25,6	  0,82   	  0,17   	  0,72   	картон	1	  25,6   	  0,097   	МДФ	пленка	МДФ	пленка	подвесной	с дверками	1 год	Россия																		Белый			
ЛС-00000058	Колонна Style Line Вероника 36 белый			ООО СантехСлон	Style Line	Вероника	Вероника	6334	руб	9818	руб	36,0	30,0	110,0	36,0	31,0	  0,38   	  0,32   	  1,12   	картон	1	  31,0   	  0,136   	МДФ	пленка	МДФ	пленка	подвесной	с ящиками	1 год	Россия		kolonna-veronika-360.jpg	kolonna-veronika-360-otkrytaja.jpg	kolonna-veronika-360-shema.jpg														Белый			
ЛС-00000117	Зеркало-шкаф Style Line Виола 50/С			ООО СантехСлон	Style Line	Виола	Виола 50	4442	руб	6884	руб	50,0	23,4	73,0	55,0	16,5	  0,52   	  0,25   	  0,75   	картон	1	  16,5   	  0,099   	ДСП	ламинация	ДСП	Зеркало	подвесной	с дверками	1 год	Россия		zsh_viola500s.jpg	zsh_viola500s_otkrytyĭ.jpg															Белый			
ЛС-00000121	Зеркало-шкаф Style Line Волна 60/С			ООО СантехСлон	Style Line	Волна	Волна 60	4822	руб	7478	руб	60,0	23,4	73,0	60,0	19,2	  0,62   	  0,25   	  0,75   	картон	1	  19,2   	  0,118   	ДСП	ламинация	ДСП	Зеркало	подвесной	с дверками	1 год	Россия		zsh_volna600s.jpg	zsh_volna600s_detali.jpg	zsh_volna600s_otkrytyĭ.jpg														Белый			
ЛС-000010047	Колонна 600 (2ящ.,корзина) 2000*600*340, Волна			ООО СантехСлон	Style Line	Волна	Волна	14806	руб	22950	руб	60,0	34,0	190,0	60,0	51,0	  0,61   	  0,35   	  1,91   	картон	1	  52,0   	  0,408   	МДФ	Пленка ПВХ	МДФ	Пленка ПВХ	напольный	с полочками, с ящиком , с корзиной	1 год	Россия		http://foto.santehslon.msk.ru/foto800/kolonna_600-2_korzina_volna/kolonna600-2_korzina1.jpg	http://foto.santehslon.msk.ru/foto800/kolonna_600-2_korzina_volna/kolonna_600-2_korzina1.jpg	http://foto.santehslon.msk.ru/foto800/kolonna_600-2_korzina_volna/kolonna_600-2_korzina2.jpg	http://foto.santehslon.msk.ru/foto800/kolonna_600-2_korzina_volna/kolonna_600-2_korzina3.jpg	http://foto.santehslon.msk.ru/foto800/kolonna_600-2_korzina_volna/kolonna_600-2_korzina4.jpg	http://foto.santehslon.msk.ru/foto800/kolonna_600-2_korzina_volna/kolonna_600-2_korzina_volna.pdf											Белый			
ЛС-000010050	Колонна 700 (2ящ.,корзина) 2000*700*340, Волна			ООО СантехСлон	Style Line	Волна	Волна	15934	руб	24696	руб	70,0	34,0	190,0	70,0	39,0	  0,71   	  0,35   	  1,91   	картон	1	  40,7   	  0,475   	МДФ	Пленка ПВХ	МДФ	Пленка ПВХ	напольный	с полочками, с ящиком , с корзиной	1 год	Россия		http://foto.santehslon.msk.ru/foto800/kolonna_700-2_korzina_volna/_MG_9185.jpg	http://foto.santehslon.msk.ru/foto800/kolonna_700-2_korzina_volna/_MG_91851.jpg	http://foto.santehslon.msk.ru/foto800/kolonna_700-2_korzina_volna/_MG_91852.jpg	http://foto.santehslon.msk.ru/foto800/kolonna_700-2_korzina_volna/_MG_91853.jpg	http://foto.santehslon.msk.ru/foto800/kolonna_700-2_korzina_volna/_MG_91854.jpg	http://foto.santehslon.msk.ru/foto800/kolonna_700-2_korzina_volna/kolonna-700-2_.jpg	http://foto.santehslon.msk.ru/foto800/kolonna_700-2_korzina_volna/kolonna_700-2_korzina_volna.pdf										Белый			
ЛС-00000033	Тумба с раковиной Style Line Жасмин 55 под умывальник Уют 55	ЛС-00000135	Умывальник Уют 55	ООО СантехСлон	Style Line	Жасмин	Жасмин 55	5940	руб	9016	руб	49,5	30,3	85,0	55,0	14,1	  0,52   	  0,32   	  0,87   	картон	2	  14,1   	  0,145   	ДСП	ламинация	МДФ	пленка	напольный	с дверками	1 год	Россия		http://foto.santehslon.msk.ru/foto800/zhasmin/zhasmin_ujut55.jpg	http://foto.santehslon.msk.ru/foto800/zhasmin/zhasmin_ujut55_otkrytaja.jpg															Белый			
ЛС-00000034	Тумба с раковиной Style Line Жасмин 60 под умывальник Селигер 60	ЛС-00000157	Умывальник Селигер 60	ООО СантехСлон	Style Line	Жасмин	Жасмин 60	6702	руб	10271	руб	56,0	34,3	85,0	60,0	16,7	  0,58   	  0,36   	  0,87   	картон	2	  16,7   	  0,183   	ДСП	ламинация	МДФ	пленка	напольный	с дверками	1 год	Россия		http://foto.santehslon.msk.ru/foto800/zhasmin/zhasmin_seliger60.jpg	http://foto.santehslon.msk.ru/foto800/zhasmin/zhasmin_seliger60_otkrytaja.jpg															Белый			
