Артикул	Наименование	Раздел	Бренд	Штрих-код	Серия	Модель	Главное фото	Изображение 2	Изображение 3	Изображение 4	Изображение 5	Изображение 6	Изображение 7	Изображение 8	Изображение 9	Изображение 10	Изображение 11	Изображение 12	Чертёж	Инструкция	Видео (монтаж изделия)	Видео (обзор)	Видео  (сборка)		Ссылка на изображения (файлообменник с фотографиями)	Ссылка на инструкции и схемы (jpg, pdf файлы)	Длина, см	Ширина, см	Высота, см	Вес, кг (вес товара без упаковки)	Ширина упаковки, м	Длина упаковки, м	Глубина упаковки, м	Материал упаковки 	Количество коробок	Объем, м3 (объем товара в упаковке)	Масса, кг (вес товара вместе с упаковкой)	Регулировка	Цвет	Направление  выпуска	Диаметр слива, см	Длина внешней части, см	Ширина внешней части, см	Диаметр  подключения, см	Вид затвора	Материал слива	Материал решетки	Вид решетки	Регулировка	Размещение	Монтаж	Макс. пропускная способность, л/мин	Гарантия	Комплектация	ОПИСАНИЕ	Страна	 Цена
091152	Желоб BERGES водосток SUPER Slim 600, хром глянец, S-сифон D50 H60 боковой	Желоба и трапы	BERGES	4670016712844	SUPER Slim	SUPER Slim 600	https://berges.ru/image/catalog/Channels/SuperSlim/Super_Slim_h_500_800.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/09_int_SuperSlim_2.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/02_elements_h.png	https://berges.ru/image/catalog/Channels/SuperSlim/03_size.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/05_SuperSlim.png	https://berges.ru/image/catalog/Channels/SuperSlim/06_siphon_h.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/07_parts.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/08_sslim_gif.gif	https://berges.ru/image/catalog/Channels/SuperSlim/01_int_SuperSlim.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/10_design_solutions.jpg			https://berges.ru/image/cache/catalog/Channels/draw/draw_SuperSlim-1000x1000.JPG	https://berges.ru/index.php?route=product/product/download&product_id=282&download_id=28	https://www.youtube.com/watch?v=tNU_KMm-cPY&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=1	https://www.youtube.com/watch?v=UvsZLXiPMnY&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=10	https://www.youtube.com/watch?v=H_Wqpj2t7gI&list=PLzj_zIqDA9B7UPEAN_VE64jza6gJrz650&index=5		https://yadi.sk/d/Wh_25ynOL6r0-w	https://yadi.sk/d/tzg3ZOqMBfvICA	63	31,2	7,5	2,6	0,18	0,82	0,14	картон	1	0,020664	3	по высоте	хром глянец	боковой	5	60	2,4	5	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	42 л/мин	10 лет		Решетка и декоративные заглушки, нержавеющая сталь AISI 304 Комплект регулировки решетки по высоте от 8 до 25мм Сетка для волос, пластик Комплект гидроизоляции Желоб водосток, нержавеющая сталь AISI 304 Монтажная заглушка, пенопласт Регулируемые по высоте ножки, пластик Самопромывной S-образный сифон PP: горизонтальный выпуск D50 H60, пропускная способность 42л/мин, монтаж 360° Монтажный ключ, пластик 	Турция	  26 630 
091153	Желоб BERGES водосток SUPER Slim 700, хром глянец, S-сифон D50 H60 боковой	Желоба и трапы	BERGES	4670016712868	SUPER Slim	SUPER Slim 700	https://berges.ru/image/catalog/Channels/SuperSlim/Super_Slim_h_500_800.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/09_int_SuperSlim_2.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/02_elements_h.png	https://berges.ru/image/catalog/Channels/SuperSlim/03_size.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/05_SuperSlim.png	https://berges.ru/image/catalog/Channels/SuperSlim/06_siphon_h.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/07_parts.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/08_sslim_gif.gif	https://berges.ru/image/catalog/Channels/SuperSlim/01_int_SuperSlim.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/10_design_solutions.jpg			https://berges.ru/image/cache/catalog/Channels/draw/draw_SuperSlim-1000x1000.JPG	https://berges.ru/index.php?route=product/product/download&product_id=282&download_id=28	https://www.youtube.com/watch?v=tNU_KMm-cPY&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=1	https://www.youtube.com/watch?v=UvsZLXiPMnY&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=10	https://www.youtube.com/watch?v=H_Wqpj2t7gI&list=PLzj_zIqDA9B7UPEAN_VE64jza6gJrz650&index=5		https://yadi.sk/d/miRsH3-EkO4kww	https://yadi.sk/d/Dh5ir7Ju1riNkg	73	31,2	7,5	2,8	0,18	0,82	0,14	картон	1	0,020664	3,2	по высоте	хром глянец	боковой	5	70	2,4	5	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	42 л/мин	10 лет		Решетка и декоративные заглушки, нержавеющая сталь AISI 304 Комплект регулировки решетки по высоте от 8 до 25мм Сетка для волос, пластик Комплект гидроизоляции Желоб водосток, нержавеющая сталь AISI 304 Монтажная заглушка, пенопласт Регулируемые по высоте ножки, пластик Самопромывной S-образный сифон PP: горизонтальный выпуск D50 H60, пропускная способность 42л/мин, монтаж 360° Монтажный ключ, пластик 	Турция	  28 880 
091154	Желоб BERGES водосток SUPER Slim 800, хром глянец, S-сифон D50 H60 боковой	Желоба и трапы	BERGES	4670016712851	SUPER Slim	SUPER Slim 800	https://berges.ru/image/catalog/Channels/SuperSlim/Super_Slim_h_500_800.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/09_int_SuperSlim_2.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/02_elements_h.png	https://berges.ru/image/catalog/Channels/SuperSlim/03_size.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/05_SuperSlim.png	https://berges.ru/image/catalog/Channels/SuperSlim/06_siphon_h.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/07_parts.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/08_sslim_gif.gif	https://berges.ru/image/catalog/Channels/SuperSlim/01_int_SuperSlim.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/10_design_solutions.jpg			https://berges.ru/image/cache/catalog/Channels/draw/draw_SuperSlim-1000x1000.JPG	https://berges.ru/index.php?route=product/product/download&product_id=282&download_id=28	https://www.youtube.com/watch?v=tNU_KMm-cPY&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=1	https://www.youtube.com/watch?v=UvsZLXiPMnY&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=10	https://www.youtube.com/watch?v=H_Wqpj2t7gI&list=PLzj_zIqDA9B7UPEAN_VE64jza6gJrz650&index=5		https://yadi.sk/d/vj7NNN5A-nnIkw	https://yadi.sk/d/-YPW44wYSzar7Q	83	31,2	7,5	3	0,18	1,05	0,14	картон	1	0,02646	3,4	по высоте	хром глянец	боковой	5	80	2,4	5	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	42 л/мин	10 лет		Решетка и декоративные заглушки, нержавеющая сталь AISI 304 Комплект регулировки решетки по высоте от 8 до 25мм Сетка для волос, пластик Комплект гидроизоляции Желоб водосток, нержавеющая сталь AISI 304 Монтажная заглушка, пенопласт Регулируемые по высоте ножки, пластик Самопромывной S-образный сифон PP: горизонтальный выпуск D50 H60, пропускная способность 42л/мин, монтаж 360° Монтажный ключ, пластик 	Турция	  31 130 
091155	Желоб BERGES водосток SUPER Slim 1000, хром глянец, S-сифон D50 H60 боковой	Желоба и трапы	BERGES	4670016712875	SUPER Slim	SUPER Slim 1000	https://berges.ru/image/catalog/Channels/SuperSlim/Super_Slim_h_1000_1200.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/09_int_SuperSlim_2.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/02_elements_h.png	https://berges.ru/image/catalog/Channels/SuperSlim/03_size.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/05_SuperSlim.png	https://berges.ru/image/catalog/Channels/SuperSlim/06_siphon_h.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/07_parts.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/08_sslim_gif.gif	https://berges.ru/image/catalog/Channels/SuperSlim/01_int_SuperSlim.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/10_design_solutions.jpg			https://berges.ru/image/cache/catalog/Channels/draw/draw_SuperSlim-1000x1000.JPG	https://berges.ru/index.php?route=product/product/download&product_id=282&download_id=28	https://www.youtube.com/watch?v=tNU_KMm-cPY&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=1	https://www.youtube.com/watch?v=UvsZLXiPMnY&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=10	https://www.youtube.com/watch?v=H_Wqpj2t7gI&list=PLzj_zIqDA9B7UPEAN_VE64jza6gJrz650&index=5		https://yadi.sk/d/FNG9MHetor0lIw	https://yadi.sk/d/CNhKmEvYwFRBCA	103	31,2	7,5	3,5	0,18	1,05	0,14	картон	1	0,02646	4	по высоте	хром глянец	боковой	5	100	2,4	5	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	42 л/мин	10 лет		Решетка и декоративные заглушки, нержавеющая сталь AISI 304 Комплект регулировки решетки по высоте от 8 до 25мм Сетка для волос, пластик Комплект гидроизоляции Желоб водосток, нержавеющая сталь AISI 304 Монтажная заглушка, пенопласт Регулируемые по высоте ножки, пластик Самопромывной S-образный сифон PP: горизонтальный выпуск D50 H60, пропускная способность 42л/мин, монтаж 360° Монтажный ключ, пластик 	Турция	  32 730 
092153	Желоб BERGES водосток SUPER Slim 700, золото глянец, S-сифон D50 H60 боковой	Желоба и трапы	BERGES	4670016714510	SUPER Slim	SUPER Slim 700	https://berges.ru/image/catalog/Channels/SuperSlim/gold_Super_Slim_h.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/gold_01_int_SSlim.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/02_elements_h.png	https://berges.ru/image/catalog/Channels/SuperSlim/03_size.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/05_SuperSlim.png	https://berges.ru/image/catalog/Channels/SuperSlim/06_siphon_h.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/07_parts.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/gold_08_sslim_gif.gif	https://berges.ru/image/catalog/Channels/SuperSlim/gold_09_int_SSlim.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/gold_10_zoom.jpg			https://berges.ru/image/cache/catalog/Channels/draw/draw_SuperSlim-1000x1000.JPG	https://berges.ru/index.php?route=product/product/download&product_id=600&download_id=28	https://www.youtube.com/watch?v=tNU_KMm-cPY&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=1	https://www.youtube.com/watch?v=UvsZLXiPMnY&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=10	https://www.youtube.com/watch?v=H_Wqpj2t7gI&list=PLzj_zIqDA9B7UPEAN_VE64jza6gJrz650&index=5				73	31,2	7,5	2,8	0,18	0,82	0,14	картон	1	0,020664	3,2	по высоте	золото глянец	боковой	5	70	2,4	5	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	42 л/мин	10 лет		Решетка и декоративные заглушки, нержавеющая сталь AISI 304 Комплект регулировки решетки по высоте от 8 до 25мм Сетка для волос, пластик Комплект гидроизоляции Желоб водосток, нержавеющая сталь AISI 304 Монтажная заглушка, пенопласт Регулируемые по высоте ножки, пластик Самопромывной S-образный сифон PP: горизонтальный выпуск D50 H60, пропускная способность 42л/мин, монтаж 360° Монтажный ключ, пластик 	Турция	  37 240 
092154	Желоб BERGES водосток SUPER Slim 800, золото глянец, S-сифон D50 H60 боковой	Желоба и трапы	BERGES	4670016714732	SUPER Slim	SUPER Slim 800	https://berges.ru/image/catalog/Channels/SuperSlim/gold_Super_Slim_h.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/gold_01_int_SSlim.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/02_elements_h.png	https://berges.ru/image/catalog/Channels/SuperSlim/03_size.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/05_SuperSlim.png	https://berges.ru/image/catalog/Channels/SuperSlim/06_siphon_h.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/07_parts.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/gold_08_sslim_gif.gif	https://berges.ru/image/catalog/Channels/SuperSlim/gold_09_int_SSlim.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/gold_10_zoom.jpg			https://berges.ru/image/cache/catalog/Channels/draw/draw_SuperSlim-1000x1000.JPG	https://berges.ru/index.php?route=product/product/download&product_id=600&download_id=28	https://www.youtube.com/watch?v=tNU_KMm-cPY&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=1	https://www.youtube.com/watch?v=UvsZLXiPMnY&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=10	https://www.youtube.com/watch?v=H_Wqpj2t7gI&list=PLzj_zIqDA9B7UPEAN_VE64jza6gJrz650&index=5		https://yadi.sk/d/ah-DlJOjBoJ-xA	https://yadi.sk/d/zOlWqefjgdoBVA	83	31,2	7,5	3	0,18	1,05	0,14	картон	1	0,02646	3,4	по высоте	золото глянец	боковой	5	80	2,4	5	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	42 л/мин	10 лет		Решетка и декоративные заглушки, нержавеющая сталь AISI 304 Комплект регулировки решетки по высоте от 8 до 25мм Сетка для волос, пластик Комплект гидроизоляции Желоб водосток, нержавеющая сталь AISI 304 Монтажная заглушка, пенопласт Регулируемые по высоте ножки, пластик Самопромывной S-образный сифон PP: горизонтальный выпуск D50 H60, пропускная способность 42л/мин, монтаж 360° Монтажный ключ, пластик 	Турция	  37 540 
095152	Желоб BERGES водосток напольный SUPER Slim 600 нержавеющая сталь, решетка  матовый черный, S-сифон D50 боковой	Желоба и трапы	BERGES	4610095790487	SUPER Slim	SUPER Slim 600	https://berges.ru/image/catalog/Channels/SuperSlim/black_Super_Slim_h.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/black_int_SSlim.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/02_elements_h.png	https://berges.ru/image/catalog/Channels/SuperSlim/03_size.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/05_SuperSlim.png	https://berges.ru/image/catalog/Channels/SuperSlim/06_siphon_h.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/07_parts.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/08_sslim_gif.gif					https://berges.ru/image/cache/catalog/Channels/draw/draw_SuperSlim-1000x1000.JPG	https://berges.ru/index.php?route=product/product/download&product_id=600&download_id=28	https://www.youtube.com/watch?v=tNU_KMm-cPY&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=1	https://www.youtube.com/watch?v=UvsZLXiPMnY&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=10	https://www.youtube.com/watch?v=H_Wqpj2t7gI&list=PLzj_zIqDA9B7UPEAN_VE64jza6gJrz650&index=5		https://disk.yandex.ru/d/JU0I_YFx8W5q3Q?w=1	https://disk.yandex.ru/d/U-NGI47MgrpyGA?w=1	63	31,2	7,5	2,6	0,18	0,82	0,14	картон	1	0,020664	3	по высоте	черный матовый	боковой	5	60	2,4	5	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	42 л/мин	10 лет		Решетка и декоративные заглушки, нержавеющая сталь AISI 304 Комплект регулировки решетки по высоте от 8 до 25мм Сетка для волос, пластик Комплект гидроизоляции Желоб водосток, нержавеющая сталь AISI 304 Монтажная заглушка, пенопласт Регулируемые по высоте ножки, пластик Самопромывной S-образный сифон PP: горизонтальный выпуск D50 H60, пропускная способность 42л/мин, монтаж 360° Монтажный ключ, пластик 	Турция	  28 610 
095154	Желоб BERGES водосток напольный SUPER Slim 800 нержавеющая сталь, решетка  матовый черный, S-сифон D50 боковой	Желоба и трапы	BERGES	4610095790494	SUPER Slim	SUPER Slim 800	https://berges.ru/image/catalog/Channels/SuperSlim/black_Super_Slim_h.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/black_int_SSlim.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/02_elements_h.png	https://berges.ru/image/catalog/Channels/SuperSlim/03_size.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/05_SuperSlim.png	https://berges.ru/image/catalog/Channels/SuperSlim/06_siphon_h.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/07_parts.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/08_sslim_gif.gif					https://berges.ru/image/cache/catalog/Channels/draw/draw_SuperSlim-1000x1000.JPG	https://berges.ru/index.php?route=product/product/download&product_id=600&download_id=28	https://www.youtube.com/watch?v=tNU_KMm-cPY&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=1	https://www.youtube.com/watch?v=UvsZLXiPMnY&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=10	https://www.youtube.com/watch?v=H_Wqpj2t7gI&list=PLzj_zIqDA9B7UPEAN_VE64jza6gJrz650&index=5		https://disk.yandex.ru/d/JU0I_YFx8W5q3Q?w=1	https://disk.yandex.ru/d/U-NGI47MgrpyGA?w=1	83	31,2	7,5	3	0,18	1,05	0,14	картон	1	0,02646	3,4	по высоте	черный матовый	боковой	5	80	2,4	5	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	42 л/мин	10 лет		Решетка и декоративные заглушки, нержавеющая сталь AISI 304 Комплект регулировки решетки по высоте от 8 до 25мм Сетка для волос, пластик Комплект гидроизоляции Желоб водосток, нержавеющая сталь AISI 304 Монтажная заглушка, пенопласт Регулируемые по высоте ножки, пластик Самопромывной S-образный сифон PP: горизонтальный выпуск D50 H60, пропускная способность 42л/мин, монтаж 360° Монтажный ключ, пластик 	Турция	  33 690 
092155	Желоб BERGES водосток напольный SUPER Slim 1000 нержавеющая сталь, золото глянец, S-сифон D50 боковой	Желоба и трапы	BERGES	4670016714749	SUPER Slim	SUPER Slim 1000	https://berges.ru/image/catalog/Channels/SuperSlim/Super_Slim_h_1000_1200.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/gold_01_int_SSlim.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/02_elements_h.png	https://berges.ru/image/catalog/Channels/SuperSlim/03_size.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/05_SuperSlim.png	https://berges.ru/image/catalog/Channels/SuperSlim/06_siphon_h.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/07_parts.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/gold_08_sslim_gif.gif	https://berges.ru/image/catalog/Channels/SuperSlim/gold_09_int_SSlim.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/gold_10_zoom.jpg			https://berges.ru/image/cache/catalog/Channels/draw/draw_SuperSlim-1000x1000.JPG	https://berges.ru/index.php?route=product/product/download&product_id=600&download_id=28	https://www.youtube.com/watch?v=tNU_KMm-cPY&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=1	https://www.youtube.com/watch?v=UvsZLXiPMnY&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=10	https://www.youtube.com/watch?v=H_Wqpj2t7gI&list=PLzj_zIqDA9B7UPEAN_VE64jza6gJrz650&index=5		https://disk.yandex.ru/d/pa0OOmdFPJzN9Q	https://disk.yandex.ru/d/RXec224iCJ5G1A								картон	1			по высоте 	золото глянец	боковой	5	100			мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	42 л/мин	10 лет		Решетка и декоративные заглушки, нержавеющая сталь AISI 304 Комплект регулировки решетки по высоте от 8 до 25мм Сетка для волос, пластик Комплект гидроизоляции Желоб водосток, нержавеющая сталь AISI 304 Монтажная заглушка, пенопласт Регулируемые по высоте ножки, пластик Самопромывной S-образный сифон PP: горизонтальный выпуск D50 H60, пропускная способность 42л/мин, монтаж 360° Монтажный ключ, пластик 	Турция	  39 640 
090077	Желоб BERGES водосток SUPER Slim 400, матовый хром, S-сифон D50/105 H50 вертикальный	Желоба и трапы	BERGES	4670016715975	SUPER Slim	SUPER Slim 400	https://berges.ru/image/catalog/Channels/SuperSlim/Super_Slim_v_300_400.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/09_int_SuperSlim_2.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/03_size.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/05_SuperSlim.png	https://berges.ru/image/catalog/Channels/SuperSlim/06_siphon_v.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/07_parts.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/01_int_SuperSlim.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/10_design_solutions.jpg					https://berges.ru/image/cache/catalog/Channels/draw/draw_SuperSlim-1000x1000.JPG	https://berges.ru/index.php?route=product/product/download&product_id=282&download_id=28	https://www.youtube.com/watch?v=tNU_KMm-cPY&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=1	https://www.youtube.com/watch?v=UvsZLXiPMnY&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=10	https://www.youtube.com/watch?v=H_Wqpj2t7gI&list=PLzj_zIqDA9B7UPEAN_VE64jza6gJrz650&index=5		https://yadi.sk/d/WQSKethvFoF7AQ	https://yadi.sk/d/Q6y5rxSWEf1zKg	43	12,5	22	1,34	0,22	0,43	0,14	картон	1	0,013	1,6	по высоте	матовый хром	вертикальный	5	40	2,4	5/11	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	48л/мин	10 лет		Решетка и декоративные заглушки, нержавеющая сталь AISI 304 Комплект регулировки решетки по высоте от 8 до 25мм Сетка для волос, пластик Комплект гидроизоляции Желоб водосток, нержавеющая сталь AISI 304 Монтажная заглушка, пенопласт Регулируемые по высоте ножки, пластик Самопромывной S-образный сифон PP: Вертикальный выпуск D50/105 H50, пропускная способность 42л/мин, монтаж 360° Монтажный ключ, пластик 	Турция	  21 830 
090078	Желоб BERGES водосток SUPER Slim 500, матовый хром, S-сифон D50/105 H50 вертикальный	Желоба и трапы	BERGES	4670016715982	SUPER Slim	SUPER Slim 500	https://berges.ru/image/catalog/Channels/SuperSlim/Super_Slim_v_500_800.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/09_int_SuperSlim_2.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/03_size.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/05_SuperSlim.png	https://berges.ru/image/catalog/Channels/SuperSlim/06_siphon_v.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/07_parts.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/01_int_SuperSlim.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/10_design_solutions.jpg					https://berges.ru/image/cache/catalog/Channels/draw/draw_SuperSlim-1000x1000.JPG	https://berges.ru/index.php?route=product/product/download&product_id=282&download_id=28	https://www.youtube.com/watch?v=tNU_KMm-cPY&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=1	https://www.youtube.com/watch?v=UvsZLXiPMnY&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=10	https://www.youtube.com/watch?v=H_Wqpj2t7gI&list=PLzj_zIqDA9B7UPEAN_VE64jza6gJrz650&index=5		https://yadi.sk/d/OHBD-xhjbrkkdA	https://yadi.sk/d/JfOzsY66NSEeoA	53	12,5	22	1,6	0,18	1,05	0,135	картон	1	0,026	2,2	по высоте	матовый хром	вертикальный	5	50	2,4	5/11	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	48л/мин	10 лет		Решетка и декоративные заглушки, нержавеющая сталь AISI 304 Комплект регулировки решетки по высоте от 8 до 25мм Сетка для волос, пластик Комплект гидроизоляции Желоб водосток, нержавеющая сталь AISI 304 Монтажная заглушка, пенопласт Регулируемые по высоте ножки, пластик Самопромывной S-образный сифон PP: Вертикальный выпуск D50/105 H50, пропускная способность 42л/мин, монтаж 360° Монтажный ключ, пластик 	Турция	  23 260 
090052	Желоб BERGES водосток SUPER Slim 600, матовый хром, S-сифон D50/105 H50 вертикальный	Желоба и трапы	BERGES	4670016713070	SUPER Slim	SUPER Slim 600	https://berges.ru/image/catalog/Channels/SuperSlim/Super_Slim_v_500_800.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/09_int_SuperSlim_2.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/03_size.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/05_SuperSlim.png	https://berges.ru/image/catalog/Channels/SuperSlim/06_siphon_v.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/07_parts.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/01_int_SuperSlim.jpg	https://berges.ru/image/catalog/Channels/SuperSlim/10_design_solutions.jpg					https://berges.ru/image/cache/catalog/Channels/draw/draw_SuperSlim-1000x1000.JPG	https://berges.ru/index.php?route=product/product/download&product_id=282&download_id=28	https://www.youtube.com/watch?v=tNU_KMm-cPY&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=1	https://www.youtube.com/watch?v=UvsZLXiPMnY&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=10	https://www.youtube.com/watch?v=H_Wqpj2t7gI&list=PLzj_zIqDA9B7UPEAN_VE64jza6gJrz650&index=5		https://yadi.sk/d/a99wRaRqcL6dCg	https://yadi.sk/d/G0gxTLeHnCZwsg	63	12,5	22	2,6	0,18	0,82	0,14	картон	1	0,021	3	по высоте	матовый хром	вертикальный	5	60	2,4	5/11	мокрый 	полипропилен	нержавеющая сталь	с щелью для воды	по высоте 	вровень с полом	около стены (в пол)	48л/мин	10 лет		Решетка и декоративные заглушки, нержавеющая сталь AISI 304 Комплект регулировки решетки по высоте от 8 до 25мм Сетка для волос, пластик Комплект гидроизоляции Желоб водосток, нержавеющая сталь AISI 304 Монтажная заглушка, пенопласт Регулируемые по высоте ножки, пластик Самопромывной S-образный сифон PP: Вертикальный выпуск D50/105 H50, пропускная способность 42л/мин, монтаж 360° Монтажный ключ, пластик 	Турция	  24 710 
