Артикул	Наименование	Раздел	Бренд	Штрих-код	Серия	Модель	Главное фото	Изображение 2	Изображение 3	Изображение 4	Изображение 5	Изображение 6	Изображение 7	Изображение 8	Изображение 9	Изображение 10	Изображение 11	Изображение 12	Чертёж	Инструкция	Видео (монтаж изделия)	Видео (обзор)	Видео  (сборка)		Ссылка на изображения (файлообменник с фотографиями)	Ссылка на инструкции и схемы (jpg, pdf файлы)	Длина, см	Ширина, см	Высота, см	Вес, кг (вес товара без упаковки)	Ширина упаковки, м	Длина упаковки, м	Глубина упаковки, м	Материал упаковки 	Количество коробок	Объем, м3 (объем товара в упаковке)	Масса, кг (вес товара вместе с упаковкой)	Регулировка	Цвет	Направление  выпуска	Диаметр слива, см	Длина внешней части, см	Ширина внешней части, см	Диаметр  подключения, см	Вид затвора	Материал слива	Материал решетки	Вид решетки	Регулировка	Размещение	Монтаж	Макс. пропускная способность, л/мин	Гарантия	Комплектация	ОПИСАНИЕ	Страна	 Цена
090027	Желоб BERGES водосток В1 Antik 900, матовый хром, S-сифон D50/105 H50 вертикальный	Желоба и трапы	BERGES	4670016713339	B1 Antik	B1 Antik 900	https://berges.ru/image/catalog/Channels/B1_Antik/B1_Antik_vert_khrom.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/01_int_Antik.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/skhema_B1_vert.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/03_antik_instal_h.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/04_color_Antik.jpg	https://berges.ru/image/catalog/Channels/united/06_siphon_v.jpg	https://berges.ru/image/catalog/Channels/united/08_regulation.jpg						https://berges.ru/image/catalog/Channels/draw/Keramik_vert_sifon.jpg	https://berges.ru/index.php?route=product/product/download&product_id=608&download_id=24	https://www.youtube.com/watch?v=rglMJkKRZrQ&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=4	https://www.youtube.com/watch?v=pUCV_M_bLp4&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=17			https://yadi.sk/d/Wxiq6qjTcrrofA	https://yadi.sk/d/8-ShBUEh4HsEPw	99,5	12,1	22	3,3	0,18	1,02	0,14	картон	1	0,025704	3,7	по высоте	матовый хром	вертикальный	5	90	6,1	5/11	мокрый 	полипропилен	нержавеющая сталь	перфорированная	по высоте 	вровень с полом	около стены (в пол)	48 л/мин	10 лет	Решетка и рамка, нержавеющая сталь AISI 304 Комплект регулировки высоты решетки от 8 до 25 мм, пластик Сетка для волос, пластик Желоб водосток, нержавеющая сталь AISI 304, с интегрированной гидроизоляцией Регулируемые по высоте ножки, пенопласт Самопромывной S-образный сифон, полипропилен Вертикальный выпуск, пропускная способность 48л/мин, монтаж 360° Монтажный ключ, пластик	Душевой желоб Berges В1 Antik это современное функциональное решение для оборудования водоотвода во внутренних помещениях. Выполнен из высококачественной нержавеющей стали AISI 304, что обеспечивает жесткую фиксацию в основании пола и длительное использование.  Изоляционная мембрана, интегрированная в стальной корпус, гарантирует непроницаемость и совместима со всеми изоляционными материалами.  Усовершенствованная система настройки высоты изделия позволяет выполнить легкую регулировку под заданную толщину покрытия, с минимальной высотой монтажа (заливки) - 65мм.   Поворотный сифон с гидрозатвором имеет высокую пропускную способность 48 л/мин и оригинальную самопромывную конструкцию.  Наличие съемной стальной рамки обеспечивает эстетичный внешний вид, удобный монтаж финишного покрытия, а также отсутствие влаги в местах примыкания.  Съемная сетка для волос (грязеуловитель) предотвращает попадание мусора в сифон и позволяет легко проводить очистку желоба.   Решетка с оригинальным дизайном позволит создать особую атмосферу в вашей ванной комнате и душевой.	Турция	  35 210 
091023	Желоб BERGES водосток В1 Antik 500, хром глянец, S-сифон D50/105 H50 вертикальный	Желоба и трапы	BERGES	4670016713346	B1 Antik	B1 Antik 500	https://berges.ru/image/catalog/Channels/B1_Antik/B1_Antik_vert_khrom.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/01_int_Antik.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/skhema_B1_vert.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/03_antik_instal_h.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/04_color_Antik.jpg	https://berges.ru/image/catalog/Channels/united/06_siphon_v.jpg	https://berges.ru/image/catalog/Channels/united/08_regulation.jpg						https://berges.ru/image/catalog/Channels/draw/Keramik_vert_sifon.jpg	https://berges.ru/index.php?route=product/product/download&product_id=608&download_id=24	https://www.youtube.com/watch?v=rglMJkKRZrQ&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=4	https://www.youtube.com/watch?v=pUCV_M_bLp4&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=17			https://yadi.sk/d/fCJ5yI4sfNmbLQ	https://yadi.sk/d/CTSt2YsNwZtrdg	59,5	12,1	22	2,5	0,18	0,74	0,14	картон	1	0,018648	2,9	по высоте	хром глянец	вертикальный	5	50	6,1	5/11	мокрый 	полипропилен	нержавеющая сталь	перфорированная	по высоте 	вровень с полом	около стены (в пол)	48 л/мин	10 лет	Решетка и рамка, нержавеющая сталь AISI 304 Комплект регулировки высоты решетки от 8 до 25 мм, пластик Сетка для волос, пластик Желоб водосток, нержавеющая сталь AISI 304, с интегрированной гидроизоляцией Регулируемые по высоте ножки, пенопласт Самопромывной S-образный сифон, полипропилен Вертикальный выпуск, пропускная способность 48л/мин, монтаж 360° Монтажный ключ, пластик	Душевой желоб Berges В1 Antik это современное функциональное решение для оборудования водоотвода во внутренних помещениях. Выполнен из высококачественной нержавеющей стали AISI 304, что обеспечивает жесткую фиксацию в основании пола и длительное использование.  Изоляционная мембрана, интегрированная в стальной корпус, гарантирует непроницаемость и совместима со всеми изоляционными материалами.  Усовершенствованная система настройки высоты изделия позволяет выполнить легкую регулировку под заданную толщину покрытия, с минимальной высотой монтажа (заливки) - 65мм.   Поворотный сифон с гидрозатвором имеет высокую пропускную способность 48 л/мин и оригинальную самопромывную конструкцию.  Наличие съемной стальной рамки обеспечивает эстетичный внешний вид, удобный монтаж финишного покрытия, а также отсутствие влаги в местах примыкания.  Съемная сетка для волос (грязеуловитель) предотвращает попадание мусора в сифон и позволяет легко проводить очистку желоба.   Решетка с оригинальным дизайном позволит создать особую атмосферу в вашей ванной комнате и душевой.	Турция	  24 000 
091024	Желоб BERGES водосток В1 Antik 600, хром глянец, S-сифон D50/105 H50 вертикальный	Желоба и трапы	BERGES	4670016713353	B1 Antik	B1 Antik 600	https://berges.ru/image/catalog/Channels/B1_Antik/B1_Antik_vert_khrom.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/01_int_Antik.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/skhema_B1_vert.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/03_antik_instal_h.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/04_color_Antik.jpg	https://berges.ru/image/catalog/Channels/united/06_siphon_v.jpg	https://berges.ru/image/catalog/Channels/united/08_regulation.jpg						https://berges.ru/image/catalog/Channels/draw/Keramik_vert_sifon.jpg	https://berges.ru/index.php?route=product/product/download&product_id=608&download_id=24	https://www.youtube.com/watch?v=rglMJkKRZrQ&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=4	https://www.youtube.com/watch?v=pUCV_M_bLp4&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=17			https://yadi.sk/d/W-dnEK2noRb9kw	https://yadi.sk/d/VxK9N1wmqttpqg	69,5	12,1	22	2,7	0,18	0,74	0,14	картон	1	0,018648	3,1	по высоте	хром глянец	вертикальный	5	60	6,1	5/11	мокрый 	полипропилен	нержавеющая сталь	перфорированная	по высоте 	вровень с полом	около стены (в пол)	48 л/мин	10 лет	Решетка и рамка, нержавеющая сталь AISI 304 Комплект регулировки высоты решетки от 8 до 25 мм, пластик Сетка для волос, пластик Желоб водосток, нержавеющая сталь AISI 304, с интегрированной гидроизоляцией Регулируемые по высоте ножки, пенопласт Самопромывной S-образный сифон, полипропилен Вертикальный выпуск, пропускная способность 48л/мин, монтаж 360° Монтажный ключ, пластик	Душевой желоб Berges В1 Antik это современное функциональное решение для оборудования водоотвода во внутренних помещениях. Выполнен из высококачественной нержавеющей стали AISI 304, что обеспечивает жесткую фиксацию в основании пола и длительное использование.  Изоляционная мембрана, интегрированная в стальной корпус, гарантирует непроницаемость и совместима со всеми изоляционными материалами.  Усовершенствованная система настройки высоты изделия позволяет выполнить легкую регулировку под заданную толщину покрытия, с минимальной высотой монтажа (заливки) - 65мм.   Поворотный сифон с гидрозатвором имеет высокую пропускную способность 48 л/мин и оригинальную самопромывную конструкцию.  Наличие съемной стальной рамки обеспечивает эстетичный внешний вид, удобный монтаж финишного покрытия, а также отсутствие влаги в местах примыкания.  Съемная сетка для волос (грязеуловитель) предотвращает попадание мусора в сифон и позволяет легко проводить очистку желоба.   Решетка с оригинальным дизайном позволит создать особую атмосферу в вашей ванной комнате и душевой.	Турция	  27 740 
091025	Желоб BERGES водосток В1 Antik 700, хром глянец, S-сифон D50/105 H50 вертикальный	Желоба и трапы	BERGES	4670016713360	B1 Antik	B1 Antik 700	https://berges.ru/image/catalog/Channels/B1_Antik/B1_Antik_vert_khrom.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/01_int_Antik.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/skhema_B1_vert.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/03_antik_instal_h.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/04_color_Antik.jpg	https://berges.ru/image/catalog/Channels/united/06_siphon_v.jpg	https://berges.ru/image/catalog/Channels/united/08_regulation.jpg						https://berges.ru/image/catalog/Channels/draw/Keramik_vert_sifon.jpg	https://berges.ru/index.php?route=product/product/download&product_id=608&download_id=24	https://www.youtube.com/watch?v=rglMJkKRZrQ&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=4	https://www.youtube.com/watch?v=pUCV_M_bLp4&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=17			https://yadi.sk/d/IU-1CjvfobeAOQ	https://yadi.sk/d/sSUbbT9mlpajpQ	79,5	12,1	22	2,9	0,18	0,86	0,14	картон	1	0,021672	3,3	по высоте	хром глянец	вертикальный	5	70	6,1	5/11	мокрый 	полипропилен	нержавеющая сталь	перфорированная	по высоте 	вровень с полом	около стены (в пол)	48 л/мин	10 лет	Решетка и рамка, нержавеющая сталь AISI 304 Комплект регулировки высоты решетки от 8 до 25 мм, пластик Сетка для волос, пластик Желоб водосток, нержавеющая сталь AISI 304, с интегрированной гидроизоляцией Регулируемые по высоте ножки, пенопласт Самопромывной S-образный сифон, полипропилен Вертикальный выпуск, пропускная способность 48л/мин, монтаж 360° Монтажный ключ, пластик	Душевой желоб Berges В1 Antik это современное функциональное решение для оборудования водоотвода во внутренних помещениях. Выполнен из высококачественной нержавеющей стали AISI 304, что обеспечивает жесткую фиксацию в основании пола и длительное использование.  Изоляционная мембрана, интегрированная в стальной корпус, гарантирует непроницаемость и совместима со всеми изоляционными материалами.  Усовершенствованная система настройки высоты изделия позволяет выполнить легкую регулировку под заданную толщину покрытия, с минимальной высотой монтажа (заливки) - 65мм.   Поворотный сифон с гидрозатвором имеет высокую пропускную способность 48 л/мин и оригинальную самопромывную конструкцию.  Наличие съемной стальной рамки обеспечивает эстетичный внешний вид, удобный монтаж финишного покрытия, а также отсутствие влаги в местах примыкания.  Съемная сетка для волос (грязеуловитель) предотвращает попадание мусора в сифон и позволяет легко проводить очистку желоба.   Решетка с оригинальным дизайном позволит создать особую атмосферу в вашей ванной комнате и душевой.	Турция	  30 220 
091026	Желоб BERGES водосток В1 Antik 800, хром глянец, S-сифон D50/105 H50 вертикальный	Желоба и трапы	BERGES	4670016713377	B1 Antik	B1 Antik 800			https://berges.ru/image/catalog/Channels/B1_Antik/skhema_B1_vert.jpg				https://berges.ru/image/catalog/Channels/united/08_regulation.jpg						https://berges.ru/image/catalog/Channels/draw/Keramik_vert_sifon.jpg	https://berges.ru/index.php?route=product/product/download&product_id=608&download_id=24	https://www.youtube.com/watch?v=rglMJkKRZrQ&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=4	https://www.youtube.com/watch?v=pUCV_M_bLp4&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=17			https://yadi.sk/d/T4IvF8sgeA0b0Q	https://yadi.sk/d/NL30-E7l0sevxA	89,5	12,1	22	3,1	0,18	0,93	0,14	картон	1	0,023436	3,5	по высоте	хром глянец	вертикальный	5	80	6,1	5/11	мокрый 	полипропилен	нержавеющая сталь	перфорированная	по высоте 	вровень с полом	около стены (в пол)	48 л/мин	10 лет	Решетка и рамка, нержавеющая сталь AISI 304 Комплект регулировки высоты решетки от 8 до 25 мм, пластик Сетка для волос, пластик Желоб водосток, нержавеющая сталь AISI 304, с интегрированной гидроизоляцией Регулируемые по высоте ножки, пенопласт Самопромывной S-образный сифон, полипропилен Вертикальный выпуск, пропускная способность 48л/мин, монтаж 360° Монтажный ключ, пластик	Душевой желоб Berges В1 Antik это современное функциональное решение для оборудования водоотвода во внутренних помещениях. Выполнен из высококачественной нержавеющей стали AISI 304, что обеспечивает жесткую фиксацию в основании пола и длительное использование.  Изоляционная мембрана, интегрированная в стальной корпус, гарантирует непроницаемость и совместима со всеми изоляционными материалами.  Усовершенствованная система настройки высоты изделия позволяет выполнить легкую регулировку под заданную толщину покрытия, с минимальной высотой монтажа (заливки) - 65мм.   Поворотный сифон с гидрозатвором имеет высокую пропускную способность 48 л/мин и оригинальную самопромывную конструкцию.  Наличие съемной стальной рамки обеспечивает эстетичный внешний вид, удобный монтаж финишного покрытия, а также отсутствие влаги в местах примыкания.  Съемная сетка для волос (грязеуловитель) предотвращает попадание мусора в сифон и позволяет легко проводить очистку желоба.   Решетка с оригинальным дизайном позволит создать особую атмосферу в вашей ванной комнате и душевой.	Турция	  -   
091027	Желоб BERGES водосток В1 Antik 900, хром глянец, S-сифон D50/105 H50 вертикальный	Желоба и трапы	BERGES	4670016713384	B1 Antik	B1 Antik 900	https://berges.ru/image/catalog/Channels/B1_Antik/B1_Antik_vert_khrom.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/01_int_Antik.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/skhema_B1_vert.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/03_antik_instal_h.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/04_color_Antik.jpg	https://berges.ru/image/catalog/Channels/united/06_siphon_v.jpg	https://berges.ru/image/catalog/Channels/united/08_regulation.jpg						https://berges.ru/image/catalog/Channels/draw/Keramik_vert_sifon.jpg	https://berges.ru/index.php?route=product/product/download&product_id=608&download_id=24	https://www.youtube.com/watch?v=rglMJkKRZrQ&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=4	https://www.youtube.com/watch?v=pUCV_M_bLp4&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=17			https://yadi.sk/d/dlpec6TySqzAPA	https://yadi.sk/d/W691vkUJjPZt3g	99,5	12,1	22	3,3	0,18	1,02	0,14	картон	1	0,025704	3,7	по высоте	хром глянец	вертикальный	5	90	6,1	5/11	мокрый 	полипропилен	нержавеющая сталь	перфорированная	по высоте 	вровень с полом	около стены (в пол)	48 л/мин	10 лет	Решетка и рамка, нержавеющая сталь AISI 304 Комплект регулировки высоты решетки от 8 до 25 мм, пластик Сетка для волос, пластик Желоб водосток, нержавеющая сталь AISI 304, с интегрированной гидроизоляцией Регулируемые по высоте ножки, пенопласт Самопромывной S-образный сифон, полипропилен Вертикальный выпуск, пропускная способность 48л/мин, монтаж 360° Монтажный ключ, пластик	Душевой желоб Berges В1 Antik это современное функциональное решение для оборудования водоотвода во внутренних помещениях. Выполнен из высококачественной нержавеющей стали AISI 304, что обеспечивает жесткую фиксацию в основании пола и длительное использование.  Изоляционная мембрана, интегрированная в стальной корпус, гарантирует непроницаемость и совместима со всеми изоляционными материалами.  Усовершенствованная система настройки высоты изделия позволяет выполнить легкую регулировку под заданную толщину покрытия, с минимальной высотой монтажа (заливки) - 65мм.   Поворотный сифон с гидрозатвором имеет высокую пропускную способность 48 л/мин и оригинальную самопромывную конструкцию.  Наличие съемной стальной рамки обеспечивает эстетичный внешний вид, удобный монтаж финишного покрытия, а также отсутствие влаги в местах примыкания.  Съемная сетка для волос (грязеуловитель) предотвращает попадание мусора в сифон и позволяет легко проводить очистку желоба.   Решетка с оригинальным дизайном позволит создать особую атмосферу в вашей ванной комнате и душевой.	Турция	  37 090 
092123	Желоб BERGES водосток В1 Antik 500, золото глянец, S-сифон D50 H60 боковой	Желоба и трапы	BERGES	4670016714312	B1 Antik	B1 Antik 500	https://berges.ru/image/catalog/Channels/B1_Antik/B1_Antik_goriz_gold.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/01_int_gold_Antik.jpg	https://berges.ru/image/catalog/Channels/B1_Keramik/skhema_B1_goriz_2.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/03_antik_instal_h.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/04_color_Antik.jpg	https://berges.ru/image/catalog/Channels/Siphons/Sifon_New.jpg	https://berges.ru/image/catalog/Channels/united/08_regulation.jpg						https://berges.ru/image/catalog/Channels/draw/Keramik_new_sifon.jpg	https://berges.ru/index.php?route=product/product/download&product_id=608&download_id=24	https://www.youtube.com/watch?v=rglMJkKRZrQ&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=4	https://www.youtube.com/watch?v=pUCV_M_bLp4&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=17			https://yadi.sk/d/Wp3XyJsQH-KNKw	https://yadi.sk/d/LDmxC2WvzvNEiw	59,5	31,2	7,5	2,5	0,18	0,74	0,14	картон	1	0,018648	2,9	по высоте	золото глянец	боковой	5	50	6,1	5	мокрый 	полипропилен	нержавеющая сталь	перфорированная	по высоте 	вровень с полом	около стены (в пол)	48 л/мин	10 лет	Решетка и рамка, нержавеющая сталь AISI 304 Комплект регулировки высоты решетки от 8 до 25 мм, пластик Сетка для волос, пластик Желоб водосток, нержавеющая сталь AISI 304, с интегрированной гидроизоляцией Регулируемые по высоте ножки, пенопласт Самопромывной S-образный сифон, полипропилен Горизонтальный выпуск D50 H60, пропускная способность 48л/мин, монтаж 360° Монтажный ключ, пластик	Душевой желоб Berges В1 Antik это современное функциональное решение для оборудования водоотвода во внутренних помещениях. Выполнен из высококачественной нержавеющей стали AISI 304, что обеспечивает жесткую фиксацию в основании пола и длительное использование.  Изоляционная мембрана, интегрированная в стальной корпус, гарантирует непроницаемость и совместима со всеми изоляционными материалами.  Усовершенствованная система настройки высоты изделия позволяет выполнить легкую регулировку под заданную толщину покрытия, с минимальной высотой монтажа (заливки) - 65мм.   Поворотный сифон с гидрозатвором имеет высокую пропускную способность 48 л/мин и оригинальную самопромывную конструкцию.  Наличие съемной стальной рамки обеспечивает эстетичный внешний вид, удобный монтаж финишного покрытия, а также отсутствие влаги в местах примыкания.  Съемная сетка для волос (грязеуловитель) предотвращает попадание мусора в сифон и позволяет легко проводить очистку желоба.   Решетка с оригинальным дизайном позволит создать особую атмосферу в вашей ванной комнате и душевой.	Турция	  27 250 
092124	Желоб BERGES водосток В1 Antik 600, золото глянец, S-сифон D50 H60 боковой	Желоба и трапы	BERGES	4670016714329	B1 Antik	B1 Antik 600	https://berges.ru/image/catalog/Channels/B1_Antik/B1_Antik_goriz_gold.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/01_int_gold_Antik.jpg	https://berges.ru/image/catalog/Channels/B1_Keramik/skhema_B1_goriz_2.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/03_antik_instal_h.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/04_color_Antik.jpg	https://berges.ru/image/catalog/Channels/Siphons/Sifon_New.jpg	https://berges.ru/image/catalog/Channels/united/08_regulation.jpg						https://berges.ru/image/catalog/Channels/draw/Keramik_new_sifon.jpg	https://berges.ru/index.php?route=product/product/download&product_id=608&download_id=24	https://www.youtube.com/watch?v=rglMJkKRZrQ&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=4	https://www.youtube.com/watch?v=pUCV_M_bLp4&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=17			https://yadi.sk/d/opn664LgK6ckuQ	https://yadi.sk/d/NCjlMj0pk0US2A	69,5	31,2	7,5	2,7	0,18	0,74	0,14	картон	1	0,018648	3,1	по высоте	золото глянец	боковой	5	60	6,1	5	мокрый 	полипропилен	нержавеющая сталь	перфорированная	по высоте 	вровень с полом	около стены (в пол)	48 л/мин	10 лет	Решетка и рамка, нержавеющая сталь AISI 304 Комплект регулировки высоты решетки от 8 до 25 мм, пластик Сетка для волос, пластик Желоб водосток, нержавеющая сталь AISI 304, с интегрированной гидроизоляцией Регулируемые по высоте ножки, пенопласт Самопромывной S-образный сифон, полипропилен Горизонтальный выпуск D50 H60, пропускная способность 48л/мин, монтаж 360° Монтажный ключ, пластик	Душевой желоб Berges В1 Antik это современное функциональное решение для оборудования водоотвода во внутренних помещениях. Выполнен из высококачественной нержавеющей стали AISI 304, что обеспечивает жесткую фиксацию в основании пола и длительное использование.  Изоляционная мембрана, интегрированная в стальной корпус, гарантирует непроницаемость и совместима со всеми изоляционными материалами.  Усовершенствованная система настройки высоты изделия позволяет выполнить легкую регулировку под заданную толщину покрытия, с минимальной высотой монтажа (заливки) - 65мм.   Поворотный сифон с гидрозатвором имеет высокую пропускную способность 48 л/мин и оригинальную самопромывную конструкцию.  Наличие съемной стальной рамки обеспечивает эстетичный внешний вид, удобный монтаж финишного покрытия, а также отсутствие влаги в местах примыкания.  Съемная сетка для волос (грязеуловитель) предотвращает попадание мусора в сифон и позволяет легко проводить очистку желоба.   Решетка с оригинальным дизайном позволит создать особую атмосферу в вашей ванной комнате и душевой.	Турция	  29 920 
092125	Желоб BERGES водосток В1 Antik 700, золото глянец, S-сифон D50 H60 боковой	Желоба и трапы	BERGES	4670016714336	B1 Antik	B1 Antik 700	https://berges.ru/image/catalog/Channels/B1_Antik/B1_Antik_goriz_gold.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/01_int_gold_Antik.jpg	https://berges.ru/image/catalog/Channels/B1_Keramik/skhema_B1_goriz_2.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/03_antik_instal_h.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/04_color_Antik.jpg	https://berges.ru/image/catalog/Channels/Siphons/Sifon_New.jpg	https://berges.ru/image/catalog/Channels/united/08_regulation.jpg						https://berges.ru/image/catalog/Channels/draw/Keramik_new_sifon.jpg	https://berges.ru/index.php?route=product/product/download&product_id=608&download_id=24	https://www.youtube.com/watch?v=rglMJkKRZrQ&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=4	https://www.youtube.com/watch?v=pUCV_M_bLp4&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=17			https://yadi.sk/d/3R31I9qi3AS2CA	https://yadi.sk/d/6BijHe8C0N0jMQ	79,5	31,2	7,5	2,9	0,18	0,86	0,14	картон	1	0,021672	3,3	по высоте	золото глянец	боковой	5	70	6,1	5	мокрый 	полипропилен	нержавеющая сталь	перфорированная	по высоте	вровень с полом	около стены (в пол)	48 л/мин	10 лет	Решетка и рамка, нержавеющая сталь AISI 304 Комплект регулировки высоты решетки от 8 до 25 мм, пластик Сетка для волос, пластик Желоб водосток, нержавеющая сталь AISI 304, с интегрированной гидроизоляцией Регулируемые по высоте ножки, пенопласт Самопромывной S-образный сифон, полипропилен Горизонтальный выпуск D50 H60, пропускная способность 48л/мин, монтаж 360° Монтажный ключ, пластик	Душевой желоб Berges В1 Antik это современное функциональное решение для оборудования водоотвода во внутренних помещениях. Выполнен из высококачественной нержавеющей стали AISI 304, что обеспечивает жесткую фиксацию в основании пола и длительное использование.  Изоляционная мембрана, интегрированная в стальной корпус, гарантирует непроницаемость и совместима со всеми изоляционными материалами.  Усовершенствованная система настройки высоты изделия позволяет выполнить легкую регулировку под заданную толщину покрытия, с минимальной высотой монтажа (заливки) - 65мм.   Поворотный сифон с гидрозатвором имеет высокую пропускную способность 48 л/мин и оригинальную самопромывную конструкцию.  Наличие съемной стальной рамки обеспечивает эстетичный внешний вид, удобный монтаж финишного покрытия, а также отсутствие влаги в местах примыкания.  Съемная сетка для волос (грязеуловитель) предотвращает попадание мусора в сифон и позволяет легко проводить очистку желоба.   Решетка с оригинальным дизайном позволит создать особую атмосферу в вашей ванной комнате и душевой.	Турция	  32 100 
092126	Желоб BERGES водосток В1 Antik 800, золото глянец, S-сифон D50 H60 боковой	Желоба и трапы	BERGES	4670016714343	B1 Antik	B1 Antik 800	https://berges.ru/image/catalog/Channels/B1_Antik/B1_Antik_goriz_gold.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/01_int_gold_Antik.jpg	https://berges.ru/image/catalog/Channels/B1_Keramik/skhema_B1_goriz_2.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/03_antik_instal_h.jpg	https://berges.ru/image/catalog/Channels/B1_Antik/04_color_Antik.jpg	https://berges.ru/image/catalog/Channels/Siphons/Sifon_New.jpg	https://berges.ru/image/catalog/Channels/united/08_regulation.jpg						https://berges.ru/image/catalog/Channels/draw/Keramik_new_sifon.jpg	https://berges.ru/index.php?route=product/product/download&product_id=608&download_id=25	https://www.youtube.com/watch?v=rglMJkKRZrQ&list=PLzj_zIqDA9B6csaOUdlT6gTNK8S9RbuQc&index=5	https://www.youtube.com/watch?v=pUCV_M_bLp4&list=PLzj_zIqDA9B5KKQ_yh7C-0fy-wU67p5-4&index=18					89,5	31,2	7,5	3,1	0,18	0,93	0,14	картон	1	0,023436	3,5	по высоте	золото глянец	боковой	5	80	6,1	5	мокрый 	полипропилен	нержавеющая сталь	перфорированная	по высоте	вровень с полом	около стены (в пол)	48 л/мин	10 лет	Решетка и рамка, нержавеющая сталь AISI 304 Комплект регулировки высоты решетки от 8 до 25 мм, пластик Сетка для волос, пластик Желоб водосток, нержавеющая сталь AISI 304, с интегрированной гидроизоляцией Регулируемые по высоте ножки, пенопласт Самопромывной S-образный сифон, полипропилен Горизонтальный выпуск D50 H60, пропускная способность 48л/мин, монтаж 360° Монтажный ключ, пластик	Душевой желоб Berges В1 Antik это современное функциональное решение для оборудования водоотвода во внутренних помещениях. Выполнен из высококачественной нержавеющей стали AISI 304, что обеспечивает жесткую фиксацию в основании пола и длительное использование.  Изоляционная мембрана, интегрированная в стальной корпус, гарантирует непроницаемость и совместима со всеми изоляционными материалами.  Усовершенствованная система настройки высоты изделия позволяет выполнить легкую регулировку под заданную толщину покрытия, с минимальной высотой монтажа (заливки) - 65мм.   Поворотный сифон с гидрозатвором имеет высокую пропускную способность 48 л/мин и оригинальную самопромывную конструкцию.  Наличие съемной стальной рамки обеспечивает эстетичный внешний вид, удобный монтаж финишного покрытия, а также отсутствие влаги в местах примыкания.  Съемная сетка для волос (грязеуловитель) предотвращает попадание мусора в сифон и позволяет легко проводить очистку желоба.   Решетка с оригинальным дизайном позволит создать особую атмосферу в вашей ванной комнате и душевой.	Турция	  55 750 
