Наименование	Артикул	Категория	ОПТ ₽	РРЦ ₽	Штрих-код	Бренд	Страна	Гарантия	Фото 0	Фото 1	Фото 2	Фото 3	Фото 4	СХЕМА	Модификация	Установка	Форма	Материал	Цвет	Объем, л	Антискользящее покрытие	Подголовник	Ручки	Слив-перелив	Расположение cлива	Каркас	Ножки	Комплектация	Мультимедиа	Дезинфекция	Озонирование	Хромотерапия	Защита от сухого пуска	Гидромассаж	Форсунок гидромассажа	Массаж спины	Аэромассаж	Форсунок аэромассажа	Исполнение форсунок	Тип управления	Регулировка интенсивности массажа	Длина, см	Ширина, см	Высота, см	Глубина, см	Длина упаковки, м	Ширина упаковки, м	Высота упаковки, м	Объем упаоквки, м3	Вес в упаковке, кг
Ванна из искусственного камня ABBER Stein AS9663Violett фиолетовая	AS9663Violett	Ванны	218 500	305 900	4603757426084	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-stein-as9663violett-fioletovaya_kg_big_5909.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-stein-as9663violett-fioletovaya_kgi_big_17001.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-stein-as9663violett-fioletovaya_kgi_big_17002.jpg			https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-stein-as9663violett-fioletovaya_kgi_big_17003.jpg	универсальная	отдельностоящая	прямоугольная	искусственный камень	фиолетовый	240	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	55	43	1,79	0,84	0,7	1,053	200
Прозрачная ванна ABBER Kristall AT9701Onyx	AT9701Onyx	Ванны	304 000	425 600	4603757421386	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9701onyx_kg_big_5224.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9701onyx_kgi_big_14701.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9701onyx_kgi_big_14702.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9701onyx_kgi_big_14703.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9701onyx_kgi_big_14704.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9701onyx_kgi_big_14705.jpg	универсальная	отдельностоящая	овальная	полиэфирная смола	черный	160	нет	нет	нет	только слив	по центру	нет	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	165	78	58	46	1,74	0,87	0,745	1,128	138
Прозрачная ванна ABBER Kristall AT9701Opal	AT9701Opal	Ванны	304 000	425 600	4603757421393	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9701opal_kg_big_5212.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9701opal_kgi_big_14660.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9701opal_kgi_big_14661.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9701opal_kgi_big_14663.jpg		https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9701opal_kgi_big_14662.jpg	универсальная	отдельностоящая	овальная	полиэфирная смола	коричневый	160	нет	нет	нет	только слив	по центру	нет	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	165	78	58	46	1,74	0,87	0,745	1,128	138
Прозрачная ванна ABBER Kristall AT9702Onyx	AT9702Onyx	Ванны	338 390	473 746	4603757421409	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702onyx_kg_big_5205.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702onyx_kgi_big_14636.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702onyx_kgi_big_14637.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702onyx_kgi_big_14638.jpg		https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702onyx_kgi_big_14639.jpg	универсальная	отдельностоящая	овальная	полиэфирная смола	черный	250	нет	нет	нет	только слив	по центру	нет	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	180	85	52	42	1,89	0,94	0,745	1,169	153
Прозрачная ванна ABBER Kristall AT9702Opal	AT9702Opal	Ванны	338 390	473 746	4603757421416	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702opal_kg_big_5215.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702opal_kgi_big_14670.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702opal_kgi_big_14671.jpg	https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702opal_kgi_big_14672.jpg		https://gemy-russia.ru/imgcatalog/prozrachnaya-vanna-abber-kristall-at9702opal_kgi_big_14673.jpg	универсальная	отдельностоящая	овальная	полиэфирная смола	коричневый	250	нет	нет	нет	только слив	по центру	нет	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	180	85	52	42	1,89	0,94	0,745	1,169	153
Ванна из искусственного камня ABBER Blitz AS9502GB	AS9502GB	Ванны	251 750	352 450	4603757421331	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-blitz-as9502gb_kg_big_5217.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-blitz-as9502gb_kgi_big_14676.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-blitz-as9502gb_kgi_big_14677.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-blitz-as9502gb_kgi_big_14678.jpg		https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-blitz-as9502gb_kgi_big_14679.jpg	универсальная	отдельностоящая	прямоугольная	искусственный камень	белый мрамор		нет	нет	нет	есть, в комплекте	стандартное	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	180	80	60		1,89	0,89	0,765	1,287	220
Ванна из искусственного камня ABBER Stein AS9601	AS9601	Ванны	194 750	272 650	4603757421348	ABBER	Германия	5 лет	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-stein-as9601_kg_big_5243.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-stein-as9601_kgi_big_14750.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-stein-as9601_kgi_big_14751.jpg	https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-stein-as9601_kgi_big_14752.jpg		https://gemy-russia.ru/imgcatalog/vanna-iz-iskusstvennogo-kamnya-abber-stein-as9601_kgi_big_14753.jpg	универсальная	отдельностоящая	овальная	искусственный камень	белый	200	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	75	55	43	1,79	0,84	0,715	1,075	205
Акриловая ванна ABBER AB9203-1.3	AB9203-1.3	Ванны	68 400	95 760	4603757417082	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9203-1-3_kg_big_3377.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9203-1-3_kgi_big_7751.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9203-1-3_kgi_big_7752.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9203-1-3_kgi_big_7753.jpg		https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9203-1-3_kgi_big_7754.jpg	универсальная	отдельностоящая	овальная	акрил	белый	190	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	130	70	60	45,6	1,33	0,73	0,63	0,61	44
Акриловая ванна ABBER AB9203-1.4	AB9203-1.4	Ванны	71 250	99 750	4603757410557	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-3014-big-akrilovaya-vanna-abber-ab9203-1-4-6clk.jpg	https://specialist-ltd.ru/imgcatalog/ki-3014-big-akrilovaya-vanna-abber-ab9203-1-4-apzoa6.jpg	https://gemy-russia.ru/imgcatalog/ki-2434-big-akrilovaya-vanna-abber-ab9203-1-4-w3krx5.jpg			https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9204_kgi_big_6648.jpg	универсальная	отдельностоящая	овальная	акрил	белый	195	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	140	70	60	45,6	1,43	0,73	0,63	0,66	43
Акриловая ванна ABBER AB9203-1.5	AB9203-1.5	Ванны	73 150	102 410	4603757415491	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-3230-big-akrilovaya-vanna-abber-ab9203-1-5-nj4o.jpg	https://specialist-ltd.ru/imgcatalog/ki-3230-big-akrilovaya-vanna-abber-ab9203-1-5-b432xi.jpg	https://specialist-ltd.ru/imgcatalog/ki-3230-big-akrilovaya-vanna-abber-ab9203-1-5-vmvbgn.jpg	https://specialist-ltd.ru/imgcatalog/ki-3230-big-akrilovaya-vanna-abber-ab9203-1-5-r4kft2.jpg		https://specialist-ltd.ru/imgcatalog/ki-3230-big-akrilovaya-vanna-abber-ab9203-1-5-qkgvw9.jpg	универсальная	отдельностоящая	овальная	акрил	белый	210	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	150	80	60	45,6	1,53	0,83	0,63	0,800037	47
Акриловая ванна ABBER AB9203-1.6	AB9203-1.6	Ванны	76 000	106 400	4603757410021	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-2850-big-akrilovaya-vanna-abber-ab9203-1-6-avue.jpg	https://specialist-ltd.ru/imgcatalog/ki-2850-big-akrilovaya-vanna-abber-ab9203-1-6-n0q0zv.jpg	https://gemy-russia.ru/imgcatalog/ki-2434-big-akrilovaya-vanna-abber-ab9203-1-4-w3krx5.jpg			https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9203_kgi_big_6032.jpg	универсальная	отдельностоящая	овальная	акрил	белый	220	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	160	80	60	45,6	1,63	0,83	0,63	0,85	51
Акриловая ванна ABBER AB9205	AB9205	Ванны	88 350	123 690	4603757410038	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-2851-big-akrilovaya-vanna-abber-ab9205-5et8.jpg	https://specialist-ltd.ru/imgcatalog/ki-2851-big-akrilovaya-vanna-abber-ab9205-kza7ht.jpg	https://specialist-ltd.ru/imgcatalog/ki-2851-big-akrilovaya-vanna-abber-ab9205-j2irgw.jpg			https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9205_kgi_big_6035.jpg	универсальная	отдельностоящая	овальная	акрил	белый	250	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	180	84	54	40	1,83	0,87	0,57	0,91	56
Акриловая ванна ABBER AB9206	AB9206	Ванны	79 800	111 720	4603757410045	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9206_kg_big_2852.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9206_kgi_big_6036.jpg	https://specialist-ltd.ru/imgcatalog/6swa86q4p2mvb16ydbd4sw6hs.jpg	https://specialist-ltd.ru/imgcatalog/dcu4qs0aytx16jpmgfk61c4mt.jpg		https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9206_kgi_big_6037.jpg	универсальная	отдельностоящая	овальная	акрил	белый	300	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	185	91	58	45	1,88	0,94	0,61	1,08	52
Акриловая ванна ABBER AB9207	AB9207	Ванны	77 900	109 060	4603757410052	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-2883-big-akrilovaya-vanna-abber-ab9207-b5qo.jpg	https://specialist-ltd.ru/imgcatalog/ki-2883-big-akrilovaya-vanna-abber-ab9207-14r26c.jpg	https://specialist-ltd.ru/imgcatalog/ki-2883-big-akrilovaya-vanna-abber-ab9207-6gcv92.jpg	https://specialist-ltd.ru/imgcatalog/ki-2883-big-akrilovaya-vanna-abber-ab9207-0b7fxk.jpg	https://specialist-ltd.ru/imgcatalog/ki-2883-big-akrilovaya-vanna-abber-ab9207-zwxyjz.jpg	https://specialist-ltd.ru/imgcatalog/ki-2883-big-akrilovaya-vanna-abber-ab9207-xtq7a1.jpg	универсальная	отдельностоящая	овальная	акрил	белый	160	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	165	80	60	45	1,72	0,87	0,67	1,03	49
Акриловая ванна ABBER AB9207MB	AB9207MB	Ванны	98 800	138 320	4603757419444	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9207mb_kg_big_4181.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9207mb_kgi_big_10363.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9207mb_kgi_big_10364.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9207mb_kgi_big_10365.jpg		https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9207mb_kgi_big_10366.jpg	универсальная	отдельностоящая	овальная	акрил	черный матовый	160	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	165	80	60	45	1,68	0,83	0,63	0,878	49
Акриловая ванна ABBER AB9209	AB9209	Ванны	76 950	107 730	4603757410076	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-2885-big-akrilovaya-vanna-abber-ab9209-fnh5.jpg	https://specialist-ltd.ru/imgcatalog/ki-2885-big-akrilovaya-vanna-abber-ab9209-0v8at3.jpg	https://specialist-ltd.ru/imgcatalog/ki-2885-big-akrilovaya-vanna-abber-ab9209-2wktui.jpg	https://specialist-ltd.ru/imgcatalog/ki-2885-big-akrilovaya-vanna-abber-ab9209-l4o5az.jpg	https://specialist-ltd.ru/imgcatalog/ki-2885-big-akrilovaya-vanna-abber-ab9209-7frl4x.jpg	https://specialist-ltd.ru/imgcatalog/ki-2885-big-akrilovaya-vanna-abber-ab9209-63xgo2.jpg	универсальная	отдельностоящая	овальная	акрил	белый	200	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	60	45	1,77	0,87	0,67	1,03	49
Акриловая ванна ABBER AB9209MB	AB9209MB	Ванны	96 900	135 660	4603757416993	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9209b_kg_big_3350.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9209b_kgi_big_7587.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9209b_kgi_big_7588.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9209b_kgi_big_7589.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9209b_kgi_big_7590.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9209b_kgi_big_7591.jpg	универсальная	отдельностоящая	овальная	акрил	черный матовый	200	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	60	45	1,77	0,87	0,67	1,03	49
Акриловая ванна ABBER AB9211	AB9211	Ванны	78 850	110 390	4603757410090	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-2887-big-akrilovaya-vanna-abber-ab9211-6dhe.jpg	https://specialist-ltd.ru/imgcatalog/ki-2887-big-akrilovaya-vanna-abber-ab9211-9cet92.jpg	https://specialist-ltd.ru/imgcatalog/ki-2887-big-akrilovaya-vanna-abber-ab9211-ylggdt.jpg	https://specialist-ltd.ru/imgcatalog/ki-2887-big-akrilovaya-vanna-abber-ab9211-5tkxuq.jpg	https://specialist-ltd.ru/imgcatalog/ki-2887-big-akrilovaya-vanna-abber-ab9211-xpno9w.jpg	https://specialist-ltd.ru/imgcatalog/ki-2887-big-akrilovaya-vanna-abber-ab9211-77exyj.jpg	универсальная	отдельностоящая	овальная	акрил	белый	170	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	58	45	1,77	0,87	0,65	1	49
Акриловая ванна ABBER AB9211MB	AB9211MB	Ванны	98 800	138 320	4603757417006	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-2888-big-akrilovaya-vanna-abber-ab9211b-pbes.jpg	https://specialist-ltd.ru/imgcatalog/ki-2888-big-akrilovaya-vanna-abber-ab9211b-3m46z6.jpg	https://specialist-ltd.ru/imgcatalog/ki-2888-big-akrilovaya-vanna-abber-ab9211b-99c3of.jpg	https://specialist-ltd.ru/imgcatalog/ki-2888-big-akrilovaya-vanna-abber-ab9211b-dbvet7.jpg	https://specialist-ltd.ru/imgcatalog/ki-2887-big-akrilovaya-vanna-abber-ab9211-xpno9w.jpg	https://specialist-ltd.ru/imgcatalog/ki-2888-big-akrilovaya-vanna-abber-ab9211b-v0sn9t.jpg	универсальная	отдельностоящая	овальная	акрил	черный матовый	170	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	58	45	1,77	0,87	0,65	1	49
Акриловая ванна ABBER AB9212-1.7	AB9212-1.7	Ванны	81 700	114 380	4603757410113	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-2889-big-akrilovaya-vanna-abber-ab9212-1-7-r127.jpg	https://specialist-ltd.ru/imgcatalog/ki-2889-big-akrilovaya-vanna-abber-ab9212-1-7-hkzag3.jpg				https://specialist-ltd.ru/imgcatalog/ki-2889-big-akrilovaya-vanna-abber-ab9212-1-7-6j6vqc.jpg	универсальная	отдельностоящая	прямоугольная	акрил	белый	180	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	60	45,6	1,65	0,87	0,67	0,97	49
Акриловая ванна ABBER AB9216-1.3	AB9216-1.3	Ванны	70 300	98 420	4603757417112	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9216-1-3_kg_big_3381.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9216-1-3_kgi_big_7766.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9216-1-3_kgi_big_7767.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9216-1-3_kgi_big_7768.jpg		https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9216-1-3_kgi_big_7765.jpg	универсальная	пристенная	овальная	акрил	белый	180	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	130	70	60	45,6	1,33	0,73	0,63	0,612	40
Акриловая ванна ABBER AB9216-1.5	AB9216-1.5	Ванны	76 000	106 400	4603757410649	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-3011-big-akrilovaya-vanna-abber-ab9216-1-5-qn9i.jpg	https://specialist-ltd.ru/imgcatalog/ki-3011-big-akrilovaya-vanna-abber-ab9216-1-5-l96t55.jpg	https://gemy-russia.ru/imgcatalog/ki-2431-big-akrilovaya-vanna-abber-ab9216-1-5-xigvr0.jpg	https://gemy-russia.ru/imgcatalog/ki-2431-big-akrilovaya-vanna-abber-ab9216-1-5-5qheft.jpg	https://gemy-russia.ru/imgcatalog/ki-2431-big-akrilovaya-vanna-abber-ab9216-1-5-a86czp.jpg	https://specialist-ltd.ru/imgcatalog/ki-3011-big-akrilovaya-vanna-abber-ab9256-bu88w6.jpg	универсальная	пристенная	овальная	акрил	белый	210	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	150	80	60	45,6	1,53	0,83	0,63	0,8	54
Акриловая ванна ABBER AB9216-1.7	AB9216-1.7	Ванны	81 700	114 380	4603757410151	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-2893-big-akrilovaya-vanna-abber-ab9216-1-7-91co.jpg	https://specialist-ltd.ru/imgcatalog/ki-2893-big-akrilovaya-vanna-abber-ab9216-1-7-z9drzd.jpg	https://gemy-russia.ru/imgcatalog/ki-2431-big-akrilovaya-vanna-abber-ab9216-1-5-xigvr0.jpg	https://gemy-russia.ru/imgcatalog/ki-2431-big-akrilovaya-vanna-abber-ab9216-1-5-5qheft.jpg	https://gemy-russia.ru/imgcatalog/ki-2431-big-akrilovaya-vanna-abber-ab9216-1-5-a86czp.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9216_kgi_big_6150.jpg	универсальная	пристенная	овальная	акрил	белый	230	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	60	45	1,73	0,83	0,63	0,9	49
Акриловая ванна ABBER AB9216-1.7DB	AB9216-1.7DB	Ванны	94 050	131 670	4603757415231	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-3227-big-akrilovaya-vanna-abber-ab9216-1-7db-ogak.jpg	https://specialist-ltd.ru/imgcatalog/ki-3227-big-akrilovaya-vanna-abber-ab9216-1-7db-h9b3ne.jpg	https://specialist-ltd.ru/imgcatalog/ki-3227-big-akrilovaya-vanna-abber-ab9216-1-7db-15f33z.jpg	https://gemy-russia.ru/imgcatalog/ki-2458-big-akrilovaya-vanna-abber-ab9216-1-7db-7qalfg.jpg		https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9216-1-7db_kgi_big_7097.jpg	универсальная	пристенная	овальная	акрил	синий	230	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	60	45	1,73	0,83	0,63	0,9	49
Акриловая ванна ABBER AB9216-1.7MB	AB9216-1.7MB	Ванны	100 700	140 980	4603757417013	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-3229-big-akrilovaya-vanna-abber-ab9216-1-7b-mt6l.jpg	https://specialist-ltd.ru/imgcatalog/ki-3229-big-akrilovaya-vanna-abber-ab9216-1-7b-w6j03u.jpg	https://specialist-ltd.ru/imgcatalog/ki-3229-big-akrilovaya-vanna-abber-ab9216-1-7b-6is98n.jpg	https://specialist-ltd.ru/imgcatalog/ki-3229-big-akrilovaya-vanna-abber-ab9216-1-7b-8ch6tb.jpg		https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9216-1-7b_kgi_big_7104.jpg	универсальная	пристенная	овальная	акрил	черный матовый	230	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	60	45	1,73	0,83	0,63	0,9	49
Акриловая ванна ABBER AB9216-1.7R	AB9216-1.7R	Ванны	94 050	131 670	4603757415255	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-3226-big-akrilovaya-vanna-abber-ab9216-1-7r-v672.jpg	https://specialist-ltd.ru/imgcatalog/ki-3226-big-akrilovaya-vanna-abber-ab9216-1-7r-oc6e3r.jpg	https://specialist-ltd.ru/imgcatalog/ki-3226-big-akrilovaya-vanna-abber-ab9216-1-7r-c5bypy.jpg	https://gemy-russia.ru/imgcatalog/ki-2458-big-akrilovaya-vanna-abber-ab9216-1-7db-7qalfg.jpg		https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9216-1-7b_kgi_big_7104.jpg	универсальная	пристенная	овальная	акрил	красный	230	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	80	60	45	1,73	0,83	0,63	0,9	49
Акриловая ванна ABBER AB9219	AB9219	Ванны	78 850	110 390	4603757410182	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-2896-big-akrilovaya-vanna-abber-ab9219-pegt.jpg	https://specialist-ltd.ru/imgcatalog/ki-2896-big-akrilovaya-vanna-abber-ab9219-71va3k.jpg				https://gemy-russia.ru/imgcatalog/ki-2322-big-akrilovaya-vanna-abber-ab9219-tkghve.jpg	универсальная	отдельностоящая	овальная	акрил	белый	180	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	175,5	80	60	50	1,86	0,91	0,73	1,25	49
Акриловая ванна ABBER AB9220	AB9220	Ванны	74 100	103 740	4603757410205	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/kg-2898-big-akrilovaya-vanna-abber-ab9220-7hkq.jpg	https://specialist-ltd.ru/imgcatalog/x0qx5sir85ty23wyp2fmunhs8.jpg	https://specialist-ltd.ru/imgcatalog/utgzwppt7qslcl2ltrit53jx7.jpg			https://specialist-ltd.ru/imgcatalog/2bmxre5gu0bq24fuxdxm6h0ci.jpg	универсальная	отдельностоящая	прямоугольная	акрил	белый	160	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	170	70	60	45	1,82	0,72	0,82	1,08	49
Акриловая ванна ABBER AB9222-1.5	AB9222-1.5	Ванны	75 050	105 070	4603757410564	ABBER	Германия	3 года	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9222_kg_big_3003.jpg	https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9222_kgi_big_6600.jpg	https://specialist-ltd.ru/imgcatalog/ki-3003-big-akrilovaya-vanna-abber-ab9222-1-5-aucne1.jpg	https://gemy-russia.ru/imgcatalog/ki-2423-big-akrilovaya-vanna-abber-ab9222-1-5-0hg89u.jpg		https://specialist-ltd.ru/imgcatalog/akrilovaya-vanna-abber-ab9222_kgi_big_6603.jpg	универсальная	отдельностоящая	овальная	акрил	белый	205	нет	нет	нет	есть, в комплекте	по центру	есть, в комплекте	нет		нет	нет	нет	нет	нет	нет		нет	нет				нет	150	70	60	45,6	1,53	0,73	0,63	0,7	41
