Артикул	Наименование	Раздел	Код	ОПТОВАЯ ЦЕНА руб.	РОЗНИЧНАЯ ЦЕНА руб.	Вес общий (кг)	Размер (ШхВхГ) мм 	Ширина изделия мм	Высота изделия мм	Глубина изделия мм	Материал	Цвет	Ширина в коробке мм	Высота в коробке мм	Глубина в коробке мм	Штрихкод	Отверстие для смесителя 	Переливное отверстие	Форма чаши 	Вариант установки 	Производитель 	Гарантия	Описание	URL страницы детального просмотра	Фото 0	Фото 1	Фото 2	Фото 3	Фото 4 	Фото 5	Фото 6	Фото 7	Фото 8	Фото 9	Фото 10	Схема
00004137215	COMFORTY. Раковина 7811B	Раковины	7811B	9 110р.	12 730р.	11	725x145x370	725	145	370	Санфарфор	Белый	640	185	380	4630015254042	Нет	Нет	Овальная	Накладная	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 725*145*370 Цвет: белый Вес - 8.5 кг.  Способ установки: накладная Форма чаши: овальная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/50-60sm/rakovina-chasha-comforty-7811b/	https://www.comforty.ru/upload/iblock/cf0/cf001af3952ca114daab74bc5bf31fa6.jpg	https://www.comforty.ru/upload/iblock/d36/d3605425fa99f8e43524bb3771b4d56b.jpg	https://www.comforty.ru/upload/iblock/36b/36b326bf21fdd2b2b87c54bf441b78e4.jpg	https://www.comforty.ru/upload/iblock/71c/71c4db9280c46e23a507a57f839e9fed.jpg	https://www.comforty.ru/upload/iblock/46a/46a9992b7dab057c7a9bcd272620e848.jpg	https://www.comforty.ru/upload/iblock/bec/bec3cca221534b6e37ff61e83ec4080d.jpg	https://www.comforty.ru/upload/iblock/985/9851aaf7d50120520804386f1d7ebbed.jpg	-	-	-		https://www.comforty.ru/upload/iblock/baa/baad3b6eac114886d849db435c1e7873.jpg
00004143740	COMFORTY. Раковина 78170	Раковины	78170	5 320р.	7 440р.	8,8	410x140x410	410	140	410	Санфарфор	Белый	440	185	440	4630015258637	Нет	Нет	Круглая	Накладная	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 410*140*410 мм Цвет: белый Вес - 8.8 кг.  Способ установки: накладная Форма чаши: круглая Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/rakovina-chasha-comforty-78170/	https://www.comforty.ru/upload/iblock/d68/d6810a5d7b2d8a977c78aac36455b462.jpg	https://www.comforty.ru/upload/iblock/0d1/0d18641d01f4944b4143edadbbb77689.jpg	https://www.comforty.ru/upload/iblock/2b2/2b25cb0ec7151c143c48008836b16de8.jpg	https://www.comforty.ru/upload/iblock/d79/d7928368b13f369e5c2c3bf9b79955ad.jpg	https://www.comforty.ru/upload/iblock/3dd/3dd035a1e1ffaabec1c005c2b1fda99f.jpg	https://www.comforty.ru/upload/iblock/6d2/6d27d2035a85c59049f93d7111ab2f8c.jpg	https://www.comforty.ru/upload/iblock/abd/abd4dc53aff554059ae33944321fdfe9.jpg	https://www.comforty.ru/upload/iblock/9b0/9b03a279638be5abe7a34dde0d50294a.jpg	https://www.comforty.ru/upload/iblock/6fd/6fdd3731768cc52cbe7c345b801bafce.jpg	-		https://www.comforty.ru/upload/iblock/0ce/0ce86522ef6fdffcc11c252a510a6e6c.jpg
00004143741	COMFORTY. Раковина 78180	Раковины	78180	6 170р.	8 620р.	12,2	505x140x405	505	140	405	Санфарфор	Белый	535	170	435	4630015258477	Да	Нет	Прямоугольная	Накладная	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 505*140*405 Цвет: белый Вес - 12,2 кг.  Способ установки: накладная Форма чаши: прямоугольная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: есть Назначение: прямоугольный мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/50-60sm/rakovina-chasha-comforty-78180/	https://www.comforty.ru/upload/iblock/0e7/0e7335b5deb9698f6bf6de2c0480a318.jpg	https://www.comforty.ru/upload/iblock/2cb/2cb8065204c24068efccc8ccb843ae5a.jpg	https://www.comforty.ru/upload/iblock/188/188d9c653b847c96774046c083f94348.jpg	-	-	-	-	-	-	-		https://www.comforty.ru/upload/iblock/5ac/5acbca24e48102377b6140fcb2a3eebb.jpg
00004143743	COMFORTY. Раковина 78188	Раковины	78188	8 550р.	11 950р.	16,2	600x135x425	600	135	425	Санфарфор	Белый	630	165	455	4630015257869	Да	Да	Прямоугольная	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 600*135*425 Цвет: белый Вес - 16,2 кг.  Способ установки: накладная Форма чаши: прямоугольная Материал: санфарфор Переливное отверстие: есть Отверстие под смеситель: есть Назначение: прямоугольный мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/50-60sm/rakovina-50-sm-comforty-78188/	https://www.comforty.ru/upload/iblock/e59/e5943a1affc588b42e2493a3dafb334d.jpg	https://www.comforty.ru/upload/iblock/08b/08b17f44511867d96c1c5f1a88437214.jpg	https://www.comforty.ru/upload/iblock/6a2/6a25b6ba4c47ba7ae60778acabc9120c.jpg	https://www.comforty.ru/upload/iblock/695/6950167b16a7f348d15d67653b3239ac.jpg	https://www.comforty.ru/upload/iblock/428/4280c93cb44b9adff697974c359937ea.jpg	https://www.comforty.ru/upload/iblock/029/029110f064537e7f9a531848e7bca418.jpg	https://www.comforty.ru/upload/iblock/97c/97cefa9efee4aefbc5c5f4e9629f3d8e.jpg	https://www.comforty.ru/upload/iblock/258/258ee49dcc0e9e6254b0f73d63dc7454.jpg	-	-		https://www.comforty.ru/upload/iblock/b7e/b7ebacf5493dd77385f8bccd57800b85.jpg
00004143744	COMFORTY. Раковина 78190	Раковины	78190	4 620р.	6 460р.	7	460x120x230	460	120	230	Санфарфор	Белый	490	150	260	4630015257210	Нет	Нет	Прямоугольная	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 460*120*230 Цвет: белый Вес - 7 кг.  Способ установки: накладная Форма чаши: прямоугольная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: прямоугольный мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/rakovina-45-sm-comforty-78190/	https://www.comforty.ru/upload/iblock/88a/88a5403851a2da0fbd4890b60c7014a1.jpg	https://www.comforty.ru/upload/iblock/2fa/2facfd82e13d8c08dfcaeffcbd467daf.jpg	https://www.comforty.ru/upload/iblock/1c1/1c10fd221e2272dfb7a9f30cdb430ffa.jpg	https://www.comforty.ru/upload/iblock/404/40424de72ddb9e7b9fa158d60b987424.jpg	https://www.comforty.ru/upload/iblock/098/0984fc99453fb29710b201dd918460d9.jpg	https://www.comforty.ru/upload/iblock/7c8/7c8a47550e572aa90ced4693dee7e984.jpg	https://www.comforty.ru/upload/iblock/649/6494f2c8c554faf23ff4d715b9bb0a0a.jpg	https://www.comforty.ru/upload/iblock/b36/b3658cab048afad16a9e2eba0ec781e7.jpg	https://www.comforty.ru/upload/iblock/8b7/8b7a764085f789067d805c22a06101c1.jpg	-		https://www.comforty.ru/upload/iblock/6ac/6acf7066f0f0ecc7694d7a44f7e25f32.jpg
00004139826	COMFORTY. Раковина 78197	Раковины	78197	6 170р.	8 620р.	8,8	510x150x405	510	150	405	Санфарфор	Белый	540	180	435	4630015255001	Нет	Да	Овальная	Накладная	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 510*150*450 Цвет: белый Вес - 8 кг.  Способ установки: накладная Форма чаши: овальная Материал: санфарфор Переливное отверстие: есть Отверстие под смеситель: есть Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/50-60sm/rakovina-chasha-comforty-78197/	https://www.comforty.ru/upload/iblock/3c5/3c5cbee8e38f5451574c4f754ef27b54.jpg	https://www.comforty.ru/upload/iblock/137/1370f5738cc52831e927e1a879dc7735.jpg	https://www.comforty.ru/upload/iblock/c0e/c0e7a55abbc3630dfdc8dff247bd9adf.jpg	https://www.comforty.ru/upload/iblock/9af/9af7fce1e5511c115ffefe19840793f3.jpg	https://www.comforty.ru/upload/iblock/81c/81c33b71b64fd3d23d4a51f5e3540287.jpg	https://www.comforty.ru/upload/iblock/3b5/3b5493dc4a485e7fd9564a9db0ad54c4.jpg	https://www.comforty.ru/upload/iblock/d3d/d3d23365ea9789653fbf0fb28bca9e5a.jpg	https://www.comforty.ru/upload/iblock/d44/d4439adb8b12dab537ba39eb044390fc.jpg	https://www.comforty.ru/upload/iblock/e64/e6409aa43c250a9f693c0a55c838ca91.jpg	https://www.comforty.ru/upload/iblock/2f8/2f8e0bac9d973045e323e0d1ead7714f.jpg		https://www.comforty.ru/upload/iblock/5d8/5d84e742ec51a307a482e459aeefca6c.jpg
00004143745	COMFORTY. Раковина 78198	Раковины	78198	4 910р.	6 860р.	11,8	465x145x465	465	145	465	Санфарфор	Белый	490	180	490	4630015258484	Да	Да	Круглая	Накладная	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 465*145*465 мм Цвет: белый Вес - 11.8 кг.  Способ установки: накладная Форма чаши: круглая Материал: санфарфор Переливное отверстие: есть Отверстие под смеситель: есть Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/rakovina-chasha-comforty-78198/	https://www.comforty.ru/upload/iblock/387/38782ecfde113cfc3e10bcd570059946.jpg	0	-	-	-	-	-	-	-	-		https://www.comforty.ru/upload/iblock/40c/40cf7e0482c9af944b1f1de7122717ea.jpg
00004143747	COMFORTY. Раковина 78200	Раковины	78200	4 770р.	6 660р.	11,8	420x150x420	420	150	420	Санфарфор	Белый	445	180	445	4630015257234	Да	Да	Круглая	Накладная	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 420*150*420 мм Цвет: белый Вес - 11.8 кг.  Способ установки: накладная Форма чаши: круглая Материал: санфарфор Переливное отверстие: есть Отверстие под смеситель: есть Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/rakovina-chasha-42-sm-comforty-78200-/	https://www.comforty.ru/upload/iblock/016/0166a04b6681085f4c3c60f69be746ad.jpg	https://www.comforty.ru/upload/iblock/0e5/0e53d1d7f0b59c83a08beea633f4b1ee.jpg	https://www.comforty.ru/upload/iblock/7e6/7e612d625e2581b22572252958307115.jpg	https://www.comforty.ru/upload/iblock/5d3/5d36f244c36a692b2f51a0311140e410.jpg	https://www.comforty.ru/upload/iblock/0f2/0f25fc3dca4692978a5299fb1c77921c.jpg	https://www.comforty.ru/upload/iblock/54d/54db774a9fbe86b350e2f9b920f79dea.jpg	-	-	-	-		https://www.comforty.ru/upload/iblock/da5/da549b8210fecfb8d7704dd00ee703fc.jpg
00004144034	COMFORTY. Раковина 78201	Раковины	78201	5 890р.	8 230р.	8,5	550x110x405	550	110	405	Санфарфор	Белый	575	140	425	4630015256749	Да	Нет	Овальная	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 550*110*405 Цвет: белый Вес - 8.5 кг.  Способ установки: накладная Форма чаши: овальная Материал: санфарфор Переливное отверстие: есть Отверстие под смеситель: есть Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/50-60sm/rakovina-chasha-55-sm-comforty-78201/	https://www.comforty.ru/upload/iblock/253/253a8bbd33c4a9681369fc1d3e2ca007.jpg	https://www.comforty.ru/upload/iblock/955/955de17d32a5e383b5fdc2a9854e11b5.jpg	https://www.comforty.ru/upload/iblock/81e/81ed4063bfe507ffc498d71722354c6b.jpg	https://www.comforty.ru/upload/iblock/c83/c83034d4a8afee6cdcb7790b2c2437ea.jpg	https://www.comforty.ru/upload/iblock/626/62612ee96e3c33067e95dc5cbf64909e.jpg	https://www.comforty.ru/upload/iblock/a7c/a7cf373bfd7bee3b05db5b97fe208da6.jpg	https://www.comforty.ru/upload/iblock/b81/b81fac6f7dc54861dfbb6147401331ca.jpg	-	-	-		https://www.comforty.ru/upload/iblock/333/333d51d048f5142ec30504b524c16f14.jpg
00004139757	COMFORTY. Раковина 78202	Раковины	78202	4 770р.	6 660р.	10,5	440x135x440	440	135	440	Санфарфор	Белый	465	165	465	4630015255018	Да	Нет	Прямоугольная	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 440*135*440 Цвет: белый Вес - 10 кг.  Способ установки: накладная Форма чаши: квадратная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: есть Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/rakovina-chasha-44-sm-comforty-78202/	https://www.comforty.ru/upload/iblock/564/5649b0e14150f8a8eb4fc8dbeaf6a011.jpg	https://www.comforty.ru/upload/iblock/6d3/6d3b68f5238194d567278be3fddfb2f0.jpg	https://www.comforty.ru/upload/iblock/d09/d09a5d677028750ec3cf49ec1a7d8969.jpg	https://www.comforty.ru/upload/iblock/4b2/4b224541c38622e2f97fda794876bb80.jpg	https://www.comforty.ru/upload/iblock/a3a/a3a1941e94be60085f984b099a225e82.jpg	https://www.comforty.ru/upload/iblock/8b8/8b86b5ec1b4ca1eea0a0b41660e14ff3.jpg	https://www.comforty.ru/upload/iblock/203/2032b915d4b497fde5d9476adacd3343.jpg	-	-	-		https://www.comforty.ru/upload/iblock/d4e/d4ea74aff6ad911c48f0b454b2c05e8a.jpg
00004143748	COMFORTY. Раковина 78255	Раковины	78255	7 570р.	10 580р.	9,6	590x155x360	590	155	360	Санфарфор	Белый	615	185	385	4630015257227	Нет	Нет	Овальная	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 590*155*360 Цвет: белый Вес - 9,6 кг.  Способ установки: накладная Форма чаши: овальная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/50-60sm/rakovina-chasha-60-sm-comforty-78255/	https://www.comforty.ru/upload/iblock/5bd/5bd04e1e3d050072516ac8d40a677b7c.jpg	https://www.comforty.ru/upload/iblock/33a/33a5ada5a990e68b737f92d4325b3fe6.jpg	https://www.comforty.ru/upload/iblock/130/1304fe84ce2f237feb14339559ed98f4.jpg	https://www.comforty.ru/upload/iblock/3f4/3f4fcdf071591245d83e5d19a516fe7e.jpg	https://www.comforty.ru/upload/iblock/2fc/2fcd37992e6d498f29147d827b5b80ed.jpg	https://www.comforty.ru/upload/iblock/819/819b7346969cd12a15c9f6c6ecf36a60.jpg	https://www.comforty.ru/upload/iblock/633/633a52f836c8061822b5ff966474ac57.jpg	-	-	-		https://www.comforty.ru/upload/iblock/35a/35aa2fdc2793876fc2846e5d1c83eac1.jpg
00004143749	COMFORTY. Раковина 78258	Раковины	78258	5 750р.	8 030р.	8,8	410x145x410	410	145	410	Санфарфор	Белый	440	185	440	4630015258446	Нет	Нет	Круглая	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 410*145*410 мм Цвет: белый Вес - 8.8 кг.  Способ установки: накладная Форма чаши: круглая, дно чаши граненое с имитацией структуры кристалла Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/rakovina-chasha-41-sm-comforty-78258/	https://www.comforty.ru/upload/iblock/eab/eab2a917bada3227a2a563951c33b097.jpg	https://www.comforty.ru/upload/iblock/2f5/2f50c4636b881464e8aefc8721207529.jpg	https://www.comforty.ru/upload/iblock/482/482464425e800403c6e84a61597a4f64.jpg	https://www.comforty.ru/upload/iblock/b4d/b4d4a00c636aacd550067fc568b863c4.jpg	https://www.comforty.ru/upload/iblock/b08/b081685ac45aedcc1605d5f4e83a268a.jpg	https://www.comforty.ru/upload/iblock/353/353bef0849753c665c295e3b53fc03fa.jpg	https://www.comforty.ru/upload/iblock/6c2/6c2a01c881d9b8a901e0e084d41f1f67.jpg	-	-	-		https://www.comforty.ru/upload/iblock/556/556207447a631a7da33f0fcbe807a018.jpg
00004150364	COMFORTY. Раковина 78326	Раковины	78326	7 150р.	9 990р.	15,2	600x135x415	600	135	415	Санфарфор	Белый	625	165	440	4630015258880	Нет	Нет	Овальная	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 600*135*415 Цвет: белый Вес - 15.2 кг.  Способ установки: накладная Форма чаши: овальная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/50-60sm/rakovina-chasha-60-sm-comforty-78326/	https://www.comforty.ru/upload/iblock/b67/b67626c525d883c3a288c43b7770c6ec.jpg	https://www.comforty.ru/upload/iblock/6e7/6e7bd1485a7b623e767818ad7b45e020.jpg	https://www.comforty.ru/upload/iblock/954/954b8046715c464c1c44a6d2d2eee3c8.jpg	https://www.comforty.ru/upload/iblock/e4e/e4ea50c2f7baaac6abbcfdcec56416ac.jpg	https://www.comforty.ru/upload/iblock/cd4/cd496042ef887e972e2b8fdc5e5a44de.jpg	https://www.comforty.ru/upload/iblock/dfe/dfecb97d3edfa36093677bafddb4317b.jpg	https://www.comforty.ru/upload/iblock/ab8/ab8139c2abe3763957cf9586e13082ab.jpg	-	-	-		https://www.comforty.ru/upload/iblock/98a/98ace1523f6d8b9ac78f0e850485ab3e.jpg
00004150365	COMFORTY. Раковина 78327	Раковины	78327	12 600р.	17 620р.	18,17	815x133x415	815	133	415	Санфарфор	Белый	845	170	445	4630015258897	Нет	Нет	Овальная	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 815*133*415 Цвет: белый Вес - 18.2 кг.  Способ установки: накладная Форма чаши: овальная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/80-90sm/rakovina-chasha-80-sm-comforty-78327/	https://www.comforty.ru/upload/iblock/8bc/8bc5bfc8d90bbf497e93e5b44670384b.jpg	https://www.comforty.ru/upload/iblock/b04/b04acdd834f42daa4350361724e7ab67.jpg	https://www.comforty.ru/upload/iblock/a7c/a7c1658d3bc9b06281003c0e5428ff0f.jpg	https://www.comforty.ru/upload/iblock/ff2/ff26f5999061350b65dd293b44e3da95.jpg	-	-	-	-	-	-		https://www.comforty.ru/upload/iblock/8b0/8b0abfab1bbf1987dfa4fc0c21675212.jpg
00004150362	COMFORTY. Раковина 78328	Раковины	78328	6 730р.	9 400р.	11,68	505x135x385	505	135	385	Санфарфор	Белый	535	165	415	4630015258866	Нет	Нет	Овальная	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 505*135*385 Цвет: белый Вес - 11.7 кг.  Способ установки: накладная Форма чаши: овальная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/50-60sm/rakovina-chasha-78328/	https://www.comforty.ru/upload/iblock/e68/e68f4d182ae49c367a7ccd6f5e0ed327.jpg	https://www.comforty.ru/upload/iblock/cd3/cd31c8e9aaf51de4f2e26dad6b68d4ea.jpg	https://www.comforty.ru/upload/iblock/b72/b72c8d48b7d2b4fbed8e5ae887c6dbae.jpg	https://www.comforty.ru/upload/iblock/671/671fe7fbf3fdd66f94e0b279419474b4.jpg	https://www.comforty.ru/upload/iblock/f30/f30f94783ae95468757e95916aeb8699.jpg	https://www.comforty.ru/upload/iblock/779/779e7468ed15e95c734b0b874a70870b.jpg	https://www.comforty.ru/upload/iblock/41a/41a974684ea3549992c78f20b0941193.jpg	https://www.comforty.ru/upload/iblock/724/724b79d00cd0696a79f1e7ea31d8890a.jpg	-	-		https://www.comforty.ru/upload/iblock/768/768f7e13d2fe98c84fd81bf4cbff6197.jpg
00004150363	COMFORTY. Раковина 78329	Раковины	78329	8 830р.	12 340р.	14,2	600x138x380	600	138	380	Санфарфор	Белый	630	168	410	4630015258873	Нет	Нет	Овальная	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 600*138*380 Цвет: белый Вес - 14.2 кг.  Способ установки: накладная Форма чаши: овальная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/50-60sm/rakovina-chasha-60-sm-comforty-78329/	https://www.comforty.ru/upload/iblock/849/8497aae89c743d9dddeca28770648b44.jpg	https://www.comforty.ru/upload/iblock/93e/93eefff4dab1f0d636841b5874e430b5.jpg	https://www.comforty.ru/upload/iblock/f29/f29b63baadd0ce55fa4ff4a321764821.jpg	https://www.comforty.ru/upload/iblock/95c/95c1ff226e0bff6073d0a5338924a147.jpg	https://www.comforty.ru/upload/iblock/56d/56d247522eabd5a2e33d11d933b331f6.jpg	https://www.comforty.ru/upload/iblock/e22/e227028c8e9651b6d696cc810eab0def.jpg	https://www.comforty.ru/upload/iblock/b10/b10ef4dec1a1f23b4d925fa1df775620.jpg	-	-	-		https://www.comforty.ru/upload/iblock/66d/66ddcbd028be20f02e189896a2798f13.jpg
00004139817	COMFORTY. Раковина 7838MB матовый черный	Раковины	7838MB	7 430р.	10 380р.	6	405x140x330	405	140	330	Санфарфор	Черный	435	180	355	4630015255049	Нет	Нет	Овальная	Раковина-чаша	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 405*140*330 мм Цвет: черный матовый Вес - 5.5 кг.  Способ установки: накладная раковина чаша Форма чаши: овальная Материал: санфарфор Переливное отверстие: нет Отверстие под смеситель: нет Назначение: мебельный умывальник для установки на тумбу или столешницу.  Указанные предельные отклонения в размерах на раковинах варьируются от +/- 25 мм	https://www.comforty.ru/catalog/umyvalniki/40sm/rakovina-chasha-comforty-7838mb/	https://www.comforty.ru/upload/iblock/19a/19ad59d9eb8e69aa5259f08f5fab85b1.jpg	https://www.comforty.ru/upload/iblock/040/0408985ddb6c3e359b16d02c9d99b4bc.jpg	https://www.comforty.ru/upload/iblock/53e/53ebd2c46435f4244900d81121180c2c.jpg	https://www.comforty.ru/upload/iblock/c30/c30e283cfb55fa5ddd0840a6f8ee7aef.jpg	https://www.comforty.ru/upload/iblock/a31/a31910943700568c1c83ff81e279ac85.jpg	https://www.comforty.ru/upload/iblock/4e5/4e5c17229de2a941dbb15565e13208d1.jpg	https://www.comforty.ru/upload/iblock/860/86051b096cfa718c50f6d7b0eb9ea856.jpg	-	-	-		https://www.comforty.ru/upload/iblock/9b5/9b59f76c81ff299f00c3aa63f0eedfff.jpg
00004150352	COMFORTY. Раковина 7947AL	Раковины	7947AL	4 910р.	6 860р.	6,68	400x120x220	400	120	220	Санфарфор	Белый	435	160	250	4630015258750	Да	Да	Нестандартная	Подвесная	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 400*120*220 Цвет: белый Вес - 6.7 кг.  С отверстием под смеситель с правой стороны Переливное отверстие: есть Монтаж на винты.  Компактная подвесная раковина Comforty 7947AL для малогабаритных или гостевых санузлов	https://www.comforty.ru/catalog/umyvalniki/40sm/rukomoynik-40-sm-comforty-7947al/	https://www.comforty.ru/upload/iblock/7ea/7eaba09a2025975e5070cb909a466071.jpg	https://www.comforty.ru/upload/iblock/d79/d7945bccf6680368b686fefc4be6ef70.jpg	https://www.comforty.ru/upload/iblock/5e7/5e7e0d5952119fbaa7acaa54964eaa0c.jpg	https://www.comforty.ru/upload/iblock/861/861f0bc0aa48fb8acc884c368c4e490b.jpg	https://www.comforty.ru/upload/iblock/e2e/e2e581c184054a75cef65f5c6ae2cae5.jpg	https://www.comforty.ru/upload/iblock/466/466a21e22bdda975735912699b60e9b5.jpg	https://www.comforty.ru/upload/iblock/231/2317fa5d82a3dea0f61c28bad95162c7.jpg	-	-	-		https://www.comforty.ru/upload/iblock/8d8/8d80b9f38948d9b0dc68381070a0376d.jpg
00004150353	COMFORTY. Раковина 7947AR	Раковины	7947AR	4 910р.	6 860р.	6,68	400x120x220	400	120	220	Санфарфор	Белый	435	160	250	4630015258767	Да	Да	Нестандартная	Подвесная	Comforty	Гарантийный срок 5 лет	Материал: санитарный фарфор Габаритные размеры ШхВхГ: 400*120*220 Цвет: белый Вес - 6.7 кг.  С отверстием под смеситель с левой стороны Переливное отверстие: есть Монтаж на винты.  Компактная подвесная раковина Comforty 7947AR для малогабаритных или гостевых санузлов	https://www.comforty.ru/catalog/umyvalniki/40sm/rukomoynik-40-sm-comforty-7947ar/	https://www.comforty.ru/upload/iblock/82f/82f4f16c22bcf90ebf722115e986a02b.jpg	https://www.comforty.ru/upload/iblock/113/113b98c2f4ba3202c4dfc5190acc7a6c.jpg	https://www.comforty.ru/upload/iblock/9ad/9adc08ae8ec22671641e5cc46e4bb235.jpg	https://www.comforty.ru/upload/iblock/add/add2b60a17fa378265e0d5a859939c8f.jpg	https://www.comforty.ru/upload/iblock/51b/51bc9e515a6d63d020ddf91db35885e8.jpg	https://www.comforty.ru/upload/iblock/31f/31f40399f137c9729700114ca5d9cb9e.jpg	-	-	-	-		https://www.comforty.ru/upload/iblock/541/54114f93c8a170c4b58213e38bd4b8f1.jpg
